A,B,C,D,DotDur,E,F,G,H,ISIdur,NumDur,acc,accuracy,average_response_time,avg_rt,background,bidi,canvas_backend,clock_backend,color_backend,compensation,condition,coordinates,correct,count_ISI,count_digit_loop_1,count_dot,count_experiment,count_get_input_digits,count_get_input_letters,count_get_input_loop_1,count_get_input_loop_2,count_get_input_sequence_1,count_get_input_sequence_2,count_init_1,count_init_2,count_intro_1,count_letter_loop_1,count_number_input_1,count_number_input_2,count_osweb,count_process_input_1,count_process_input_2,count_report_1,count_report_2,count_response_logger_1,count_response_logger_2,count_set_time_vars,count_stimA_1,count_stimA_2,count_stimB_1,count_stimB_2,count_stimC_1,count_stimC_2,count_stimD_1,count_stimD_2,count_stimE_1,count_stimE_2,count_stimF_1,count_stimF_2,count_stimG_1,count_stimG_2,count_stimH_1,count_stimH_2,count_trial_sequence_1,count_trial_sequence_2,datetime,description,disable_garbage_collection,empty_column,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,keyboard_backend,mouse_backend,multichar_response,opensesame_codename,opensesame_version,response,response_intro_1,response_number_input_1,response_number_input_2,response_time,response_time_intro_1,response_time_number_input_1,response_time_number_input_2,round_decimals,sampler_backend,sessionid,sound_buf_size,sound_channels,sound_freq,sound_sample_size,span,start,subject_nr,subject_parity,time_ISI,time_digit_loop_1,time_dot,time_get_input_digits,time_get_input_letters,time_get_input_loop_1,time_get_input_loop_2,time_init_1,time_init_2,time_intro_1,time_letter_loop_1,time_number_input_1,time_number_input_2,time_process_input_1,time_process_input_2,time_response_logger_1,time_response_logger_2,time_set_time_vars,time_stimA_1,time_stimA_2,time_stimB_1,time_stimB_2,time_stimC_1,time_stimC_2,time_stimD_1,time_stimD_2,time_stimE_1,time_stimE_2,time_stimF_1,time_stimF_2,time_stimG_1,time_stimG_2,title,total_correct,total_response_time,total_responses,uniform_coordinates,width
2,9,6,4,3000,6,w,w,w,500,750,0,0,620,620,black,no,legacy,legacy,legacy,0,numbers,uniform,,111,0,15,0,29,64,5,9,29,64,5,9,0,0,29,64,0,29,64,5,9,5,9,0,5,9,5,9,5,9,5,9,5,9,5,9,5,9,5,9,5,9,Thu Sep 03 2020 08:32:13 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,24696enter,osweb,1.3.8,enter,space,enter,enter,473,6819,473,569,2,legacy,1599114765582,1024,2,48000,-16,5,experiment,0,even,224005,42,224523,230871,158500,217079,139392,217078,139392,42,42,230871,158501,231356,159085,231357,159086,6863,217079,139392,218355,140667,219639,141950,220922,143234,222206,144517,,145800,,147085,MemorySpan_1,0,58944,95,yes,1024
4,3,3,6,3000,4,5,w,w,500,750,0,0,612,612,black,no,legacy,legacy,legacy,0,numbers,uniform,,118,0,16,0,38,64,6,9,38,64,6,9,0,0,38,64,0,38,64,6,9,6,9,0,6,9,6,9,6,9,6,9,6,9,6,9,6,9,6,9,6,9,Thu Sep 03 2020 08:32:13 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,433645enter,osweb,1.3.8,enter,space,enter,enter,818,6819,818,569,2,legacy,1599114765582,1024,2,48000,-16,6,experiment,0,even,239090,42,239609,246688,158500,231397,139392,231397,139392,42,42,246688,158501,247507,159085,247508,159086,6863,231397,139392,232673,140667,233957,141950,235240,143234,236524,144517,237807,145800,,147085,MemorySpan_1,0,63637,104,yes,1024
3,1,8,4,3000,4,4,w,w,500,750,0,0,611,611,black,no,legacy,legacy,legacy,0,numbers,uniform,,125,0,17,0,45,64,7,9,45,64,7,9,0,0,45,64,0,45,64,7,9,7,9,0,7,9,7,9,7,9,7,9,7,9,7,9,7,9,7,9,7,9,Thu Sep 03 2020 08:32:13 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,318844enter,osweb,1.3.8,enter,space,enter,enter,1440,6819,1440,569,2,legacy,1599114765582,1024,2,48000,-16,6,experiment,0,even,255225,42,255741,261641,158500,247539,139392,247539,139392,42,42,261641,158501,263092,159085,263092,159086,6863,247539,139392,248808,140667,250091,141950,251375,143234,252658,144517,253941,145800,,147085,MemorySpan_1,0,67782,111,yes,1024
6,3,9,9,3000,6,5,4,w,500,750,0,0,631,631,black,no,legacy,legacy,legacy,0,numbers,uniform,,132,0,18,0,52,64,8,9,52,64,8,9,0,0,52,64,0,52,64,8,9,8,9,0,8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,Thu Sep 03 2020 08:32:13 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,639945enter,osweb,1.3.8,enter,space,enter,enter,293,6819,293,569,2,legacy,1599114765582,1024,2,48000,-16,7,experiment,0,even,271593,42,272110,281710,158500,263134,139392,263134,139392,42,42,281710,158501,282009,159085,282010,159086,6863,263134,139392,264409,140667,265692,141950,266976,143234,268258,144517,269542,145800,270826,147085,MemorySpan_1,0,74481,118,yes,1024
9,6,1,8,3000,5,3,4,w,500,750,0,0,689,689,black,no,legacy,legacy,legacy,0,numbers,uniform,,139,0,19,0,60,64,9,9,60,64,9,9,0,0,60,64,0,60,64,9,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Thu Sep 03 2020 08:32:13 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,9655534enter,osweb,1.3.8,enter,space,enter,enter,190,6819,190,569,2,legacy,1599114765582,1024,2,48000,-16,7,experiment,0,even,290511,42,291029,306326,158500,282050,139392,282050,139392,42,42,306326,158501,306528,159085,306528,159086,6863,282050,139392,283327,140667,284610,141950,285894,143234,287177,144517,288461,145800,289744,147085,MemorySpan_1,0,86770,126,yes,1024
v,j,y,w,3000,w,w,w,w,500,750,0,0,1015,1015,black,no,legacy,legacy,legacy,0,letters,uniform,,6,0,0,0,,3,,0,,3,,0,0,0,,3,0,,3,,0,,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,Thu Sep 03 2020 08:32:10 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,vjyenter,osweb,1.3.8,enter,space,,enter,1893,4200,,1893,2,legacy,1599114784736,1024,2,48000,-16,3,experiment,1,odd,9617,25,10124,,15350,,4246,,4245,25,25,,15350,,17244,,17245,4227,,4246,,5516,,6800,,,,,,,,,MemorySpan_1,0,4061,4,yes,1024
z,v,y,w,3000,w,w,w,w,500,750,0,0,745,745,black,no,legacy,legacy,legacy,0,letters,uniform,,13,0,1,0,,7,,1,,7,,1,0,0,,7,0,,7,,1,,1,0,,1,,1,,1,,1,,1,,1,,1,,1,,1,Thu Sep 03 2020 08:32:10 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,zvyenter,osweb,1.3.8,enter,space,,enter,580,4200,,580,2,legacy,1599114784736,1024,2,48000,-16,3,experiment,1,odd,22618,25,23136,,27526,,17261,,17260,25,25,,27526,,28121,,28121,4227,,17261,,18530,,19813,,,,,,,,,MemorySpan_1,0,5961,8,yes,1024
z,x,m,y,3000,w,w,w,w,500,750,0,0,655,655,black,no,legacy,legacy,legacy,0,letters,uniform,,20,0,2,0,,12,,2,,12,,2,0,0,,12,0,,12,,2,,2,0,,2,,2,,2,,2,,2,,2,,2,,2,,2,Thu Sep 03 2020 08:32:10 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,zxmyenter,osweb,1.3.8,enter,space,,enter,327,4200,,327,2,legacy,1599114784736,1024,2,48000,-16,4,experiment,1,odd,34301,25,34803,,40110,,28138,,28137,25,25,,40110,,40454,,40454,4227,,28138,,29421,,30705,,31984,,,,,,,MemorySpan_1,0,8513,13,yes,1024
t,q,t,f,3000,w,w,w,w,500,750,0,0,637,637,black,no,legacy,legacy,legacy,0,letters,uniform,,27,0,3,0,,17,,3,,17,,3,0,0,,17,0,,17,,3,,3,0,,3,,3,,3,,3,,3,,3,,3,,3,,3,Thu Sep 03 2020 08:32:10 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,tqtfenter,osweb,1.3.8,enter,space,,enter,649,4200,,649,2,legacy,1599114784736,1024,2,48000,-16,4,experiment,1,odd,46581,25,47098,,52474,,40470,,40469,25,25,,52474,,53136,,53137,4227,,40470,,41738,,42996,,44279,,,,,,,MemorySpan_1,0,11474,18,yes,1024
d,y,v,f,3000,x,w,w,w,500,750,0,0,644,644,black,no,legacy,legacy,legacy,0,letters,uniform,,34,0,4,0,,23,,4,,23,,4,0,0,,23,0,,23,,4,,4,0,,4,,4,,4,,4,,4,,4,,4,,4,,4,Thu Sep 03 2020 08:32:10 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,dyvfxenter,osweb,1.3.8,enter,space,,enter,1296,4200,,1296,2,legacy,1599114784736,1024,2,48000,-16,5,experiment,1,odd,60040,25,60558,,66365,,53152,,53152,25,25,,66365,,67676,,67677,4227,,53152,,54421,,55704,,56988,,58256,,,,,MemorySpan_1,0,15457,24,yes,1024
i,m,v,t,3000,k,w,w,w,500,750,0,0,593,593,black,no,legacy,legacy,legacy,0,letters,uniform,,41,0,5,0,,29,,5,,29,,5,0,0,,29,0,,29,,5,,5,0,,5,,5,,5,,5,,5,,5,,5,,5,,5,Thu Sep 03 2020 08:32:10 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,imvtkenter,osweb,1.3.8,enter,space,,enter,489,4200,,489,2,legacy,1599114784736,1024,2,48000,-16,5,experiment,1,odd,74613,25,75121,,80028,,67693,,67693,25,25,,80028,,80522,,80523,4227,,67693,,68976,,70245,,71529,,72812,,,,,MemorySpan_1,0,17775,30,yes,1024
g,r,y,p,3000,y,r,w,w,500,750,0,0,564,564,black,no,legacy,legacy,legacy,0,letters,uniform,,48,0,6,0,,36,,6,,36,,6,0,0,,36,0,,36,,6,,6,0,,6,,6,,6,,6,,6,,6,,6,,6,,6,Thu Sep 03 2020 08:32:10 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,grypyrenter,osweb,1.3.8,enter,space,,enter,332,4200,,332,2,legacy,1599114784736,1024,2,48000,-16,6,experiment,1,odd,88166,25,88684,,94556,,80538,,80537,25,25,,94556,,94892,,94892,4227,,80538,,81807,,83074,,84342,,85616,,86883,,,MemorySpan_1,0,20876,37,yes,1024
i,m,u,u,3000,e,r,w,w,500,750,0,0,519,519,black,no,legacy,legacy,legacy,0,letters,uniform,,55,0,7,0,,43,,7,,43,,7,0,0,,43,0,,43,,7,,7,0,,7,,7,,7,,7,,7,,7,,7,,7,,7,Thu Sep 03 2020 08:32:10 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,imuuerenter,osweb,1.3.8,enter,space,,enter,295,4200,,295,2,legacy,1599114784736,1024,2,48000,-16,6,experiment,1,odd,102580,25,103097,,107857,,94910,,94910,25,25,,107857,,108168,,108169,4227,,94910,,96177,,97461,,98745,,100029,,101313,,,MemorySpan_1,0,22822,44,yes,1024
v,e,z,g,3000,s,q,l,w,500,750,0,0,559,559,black,no,legacy,legacy,legacy,0,letters,uniform,,62,0,8,0,,50,,8,,50,,8,0,0,,50,0,,50,,8,,8,0,,8,,8,,8,,8,,8,,8,,8,,8,,8,Thu Sep 03 2020 08:32:10 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,vesgzlenter,osweb,1.3.8,enter,space,,enter,535,4200,,535,2,legacy,1599114784736,1024,2,48000,-16,7,experiment,1,odd,116638,25,117140,,125384,,108184,,108183,25,25,,125384,,125928,,125929,4227,,108184,,109453,,110736,,112020,,113304,,114588,,115872,MemorySpan_1,0,28521,51,yes,1024
u,p,t,x,3000,i,p,f,w,500,750,0,0,548,548,black,no,legacy,legacy,legacy,0,letters,uniform,,69,0,9,0,,62,,9,,62,,9,0,0,,62,0,,62,,9,,9,0,,9,,9,,9,,9,,9,,9,,9,,9,,9,Thu Sep 03 2020 08:32:10 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,upsixlgenter,osweb,1.3.8,enter,space,,enter,712,4200,,712,2,legacy,1599114784736,1024,2,48000,-16,7,experiment,1,odd,134338,25,134856,,143320,,125944,,125943,25,25,,143320,,144047,,144048,4227,,125944,,127213,,128485,,129753,,131020,,132288,,133571,MemorySpan_1,0,34521,63,yes,1024
3,9,5,w,3000,w,w,w,w,500,750,0,0,534,534,black,no,legacy,legacy,legacy,0,numbers,uniform,,76,0,10,0,3,62,0,9,3,62,0,9,0,0,3,62,0,3,62,0,9,0,9,0,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,Thu Sep 03 2020 08:32:10 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,395enter,osweb,1.3.8,enter,space,enter,enter,293,4200,293,712,2,legacy,1599114784736,1024,2,48000,-16,3,experiment,1,odd,149425,25,149942,154015,143320,144064,125944,144063,125943,25,25,154015,143320,154308,144047,154309,144048,4227,144063,125944,145332,127213,146616,128485,,129753,,131020,,132288,,133571,MemorySpan_1,0,35811,67,yes,1024
1,8,3,w,3000,w,w,w,w,500,750,0,0,519,519,black,no,legacy,legacy,legacy,0,numbers,uniform,,83,0,11,0,7,62,1,9,7,62,1,9,0,0,7,62,0,7,62,1,9,1,9,0,1,9,1,9,1,9,1,9,1,9,1,9,1,9,1,9,1,9,Thu Sep 03 2020 08:32:10 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,183enter,osweb,1.3.8,enter,space,enter,enter,423,4200,423,712,2,legacy,1599114784736,1024,2,48000,-16,3,experiment,1,odd,159707,25,160225,163879,143320,154323,125944,154322,125943,25,25,163879,143320,164309,144047,164309,144048,4227,154322,125944,155595,127213,156878,128485,,129753,,131020,,132288,,133571,MemorySpan_1,0,36837,71,yes,1024
6,5,5,4,3000,w,w,w,w,500,750,0,0,513,513,black,no,legacy,legacy,legacy,0,numbers,uniform,,90,0,12,0,12,62,2,9,12,62,2,9,0,0,12,62,0,12,62,2,9,2,9,0,2,9,2,9,2,9,2,9,2,9,2,9,2,9,2,9,2,9,Thu Sep 03 2020 08:32:10 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,6554enter,osweb,1.3.8,enter,space,enter,enter,532,4200,532,712,2,legacy,1599114784736,1024,2,48000,-16,4,experiment,1,odd,170465,25,170983,175656,143320,164324,125944,164323,125943,25,25,175656,143320,176201,144047,176201,144048,4227,164324,125944,165593,127213,166877,128485,168161,129753,,131020,,132288,,133571,MemorySpan_1,0,38972,76,yes,1024
5,5,5,1,3000,w,w,w,w,500,750,0,0,508,508,black,no,legacy,legacy,legacy,0,numbers,uniform,,97,0,13,0,17,62,3,9,17,62,3,9,0,0,17,62,0,17,62,3,9,3,9,0,3,9,3,9,3,9,3,9,3,9,3,9,3,9,3,9,3,9,Thu Sep 03 2020 08:32:10 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,5551enter,osweb,1.3.8,enter,space,enter,enter,388,4200,388,712,2,legacy,1599114784736,1024,2,48000,-16,4,experiment,1,odd,182356,25,182873,187713,143320,176216,125944,176216,125943,25,25,187713,143320,188108,144047,188108,144048,4227,176216,125944,177485,127213,178769,128485,180053,129753,,131020,,132288,,133571,MemorySpan_1,0,41142,81,yes,1024
5,2,4,1,3000,2,w,w,w,500,750,0,0,497,497,black,no,legacy,legacy,legacy,0,numbers,uniform,,104,0,14,0,23,62,4,9,23,62,4,9,0,0,23,62,0,23,62,4,9,4,9,0,4,9,4,9,4,9,4,9,4,9,4,9,4,9,4,9,4,9,Thu Sep 03 2020 08:32:10 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,52412enter,osweb,1.3.8,enter,space,enter,enter,443,4200,443,712,2,legacy,1599114784736,1024,2,48000,-16,5,experiment,1,odd,195031,25,195536,200257,143320,188124,125944,188123,125943,25,25,200257,143320,200717,144047,200718,144048,4227,188124,125944,189393,127213,190677,128485,191947,129753,193231,131020,,132288,,133571,MemorySpan_1,0,43210,87,yes,1024
2,9,6,4,3000,6,w,w,w,500,750,0,0,494,494,black,no,legacy,legacy,legacy,0,numbers,uniform,,111,0,15,0,29,62,5,9,29,62,5,9,0,0,29,62,0,29,62,5,9,5,9,0,5,9,5,9,5,9,5,9,5,9,5,9,5,9,5,9,5,9,Thu Sep 03 2020 08:32:10 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,29646enter,osweb,1.3.8,enter,space,enter,enter,480,4200,480,712,2,legacy,1599114784736,1024,2,48000,-16,5,experiment,1,odd,207650,25,208167,213518,143320,200733,125944,200733,125943,25,25,213518,143320,214012,144047,214013,144048,4227,200733,125944,202014,127213,203297,128485,204565,129753,205849,131020,,132288,,133571,MemorySpan_1,0,45944,93,yes,1024
4,3,3,6,3000,4,5,w,w,500,750,0,0,485,485,black,no,legacy,legacy,legacy,0,numbers,uniform,,118,0,16,0,35,62,6,9,35,62,6,9,0,0,35,62,0,35,62,6,9,6,9,0,6,9,6,9,6,9,6,9,6,9,6,9,6,9,6,9,6,9,Thu Sep 03 2020 08:32:10 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,43365enter,osweb,1.3.8,enter,space,enter,enter,704,4200,704,712,2,legacy,1599114784736,1024,2,48000,-16,6,experiment,1,odd,221717,25,222234,226665,143320,214028,125944,214028,125943,25,25,226665,143320,227376,144047,227377,144048,4227,214028,125944,215297,127213,216581,128485,217865,129753,219149,131020,220433,132288,,133571,MemorySpan_1,0,48001,99,yes,1024
3,1,8,4,3000,4,4,w,w,500,750,0,0,478,478,black,no,legacy,legacy,legacy,0,numbers,uniform,,125,0,17,0,42,62,7,9,42,62,7,9,0,0,42,62,0,42,62,7,9,7,9,0,7,9,7,9,7,9,7,9,7,9,7,9,7,9,7,9,7,9,Thu Sep 03 2020 08:32:10 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,318444enter,osweb,1.3.8,enter,space,enter,enter,748,4200,748,712,2,legacy,1599114784736,1024,2,48000,-16,6,experiment,1,odd,235053,25,235571,240578,143320,227391,125944,227391,125943,25,25,240578,143320,241339,144047,241340,144048,4227,227391,125944,228644,127213,229928,128485,231212,129753,232495,131020,233769,132288,,133571,MemorySpan_1,0,50652,106,yes,1024
6,3,9,9,3000,6,5,4,w,500,750,0,0,478,478,black,no,legacy,legacy,legacy,0,numbers,uniform,,132,0,18,0,50,62,8,9,50,62,8,9,0,0,50,62,0,50,62,8,9,8,9,0,8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,Thu Sep 03 2020 08:32:10 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,6399654enter,osweb,1.3.8,enter,space,enter,enter,795,4200,795,712,2,legacy,1599114784736,1024,2,48000,-16,7,experiment,1,odd,249800,25,250318,256531,143320,241354,125944,241354,125943,25,25,256531,143320,257343,144047,257344,144048,4227,241354,125944,242624,127213,243898,128485,245182,129753,246466,131020,247749,132288,249033,133571,MemorySpan_1,0,54546,114,yes,1024
9,6,1,8,3000,5,3,4,w,500,750,0,0,488,488,black,no,legacy,legacy,legacy,0,numbers,uniform,,139,0,19,0,58,62,9,9,58,62,9,9,0,0,58,62,0,58,62,9,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Thu Sep 03 2020 08:32:10 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,9618534enter,osweb,1.3.8,enter,space,enter,enter,670,4200,670,712,2,legacy,1599114784736,1024,2,48000,-16,7,experiment,1,odd,265772,25,266290,273681,143320,257359,125944,257358,125943,25,25,273681,143320,274359,144047,274359,144048,4227,257359,125944,258627,127213,259911,128485,261178,129753,262447,131020,263730,132288,265006,133571,MemorySpan_1,0,59476,122,yes,1024
v,j,y,w,3000,w,w,w,w,500,750,0,0,1590,1590,black,no,legacy,legacy,legacy,0,letters,uniform,,6,0,0,0,,3,,0,,3,,0,0,0,,3,0,,3,,0,,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,Thu Sep 03 2020 08:32:07 GMT+0200 (Central European Summer Time),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,vjyenter,osweb,1.3.8,enter,space,,enter,2579,23219,,2579,2,legacy,1599114733911,1024,2,48000,-16,3,experiment,0,even,28690,28,29214,,36066,,23289,,23288,28,28,,36066,,38657,,38658,23256,,23289,,24573,,25857,,,,,,,,,MemorySpan_1,0,6360,4,yes,1024
z,v,y,w,3000,w,w,w,w,500,750,0,0,1331,1331,black,no,legacy,legacy,legacy,0,letters,uniform,,13,0,1,0,,7,,1,,7,,1,0,0,,7,0,,7,,1,,1,0,,1,,1,,1,,1,,1,,1,,1,,1,,1,Thu Sep 03 2020 08:32:07 GMT+0200 (Central European Summer Time),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,zvyenter,osweb,1.3.8,enter,space,,enter,942,23219,,942,2,legacy,1599114733911,1024,2,48000,-16,3,experiment,0,even,44075,28,44591,,51033,,38684,,38683,28,28,,51034,,51991,,51992,23256,,38684,,39957,,41241,,,,,,,,,MemorySpan_1,0,10651,8,yes,1024
z,x,m,y,3000,w,w,w,w,500,750,0,0,1113,1113,black,no,legacy,legacy,legacy,0,letters,uniform,,20,0,2,0,,12,,2,,12,,2,0,0,,12,0,,12,,2,,2,0,,2,,2,,2,,2,,2,,2,,2,,2,,2,Thu Sep 03 2020 08:32:07 GMT+0200 (Central European Summer Time),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,zxmyenter,osweb,1.3.8,enter,space,,enter,1051,23219,,1051,2,legacy,1599114733911,1024,2,48000,-16,4,experiment,0,even,58175,28,58693,,64551,,52014,,52013,28,28,,64551,,65609,,65610,23256,,52014,,53291,,54575,,55859,,,,,,,MemorySpan_1,0,14474,13,yes,1024
t,q,t,f,3000,w,w,w,w,500,750,0,0,1214,1214,black,no,legacy,legacy,legacy,0,letters,uniform,,27,0,3,0,,17,,3,,17,,3,0,0,,17,0,,17,,3,,3,0,,3,,3,,3,,3,,3,,3,,3,,3,,3,Thu Sep 03 2020 08:32:07 GMT+0200 (Central European Summer Time),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,tqtfenter,osweb,1.3.8,enter,space,,enter,2801,23219,,2801,2,legacy,1599114733911,1024,2,48000,-16,4,experiment,0,even,71793,28,72310,,79985,,65632,,65632,28,28,,79985,,82793,,82793,23256,,65632,,66909,,68193,,69476,,,,,,,MemorySpan_1,0,21844,18,yes,1024
d,y,v,f,3000,x,w,w,w,500,750,0,0,1198,1198,black,no,legacy,legacy,legacy,0,letters,uniform,,34,0,4,0,,23,,4,,23,,4,0,0,,23,0,,23,,4,,4,0,,4,,4,,4,,4,,4,,4,,4,,4,,4,Thu Sep 03 2020 08:32:07 GMT+0200 (Central European Summer Time),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,dyvfxenter,osweb,1.3.8,enter,space,,enter,1556,23219,,1556,2,legacy,1599114733911,1024,2,48000,-16,5,experiment,0,even,89744,28,90262,,98720,,82817,,82817,28,28,,98720,,100277,,100278,23256,,82817,,84094,,85377,,86661,,87944,,,,,MemorySpan_1,0,28763,24,yes,1024
i,m,v,t,3000,k,w,w,w,500,750,0,0,1092,1092,black,no,legacy,legacy,legacy,0,letters,uniform,,41,0,5,0,,29,,5,,29,,5,0,0,,29,0,,29,,5,,5,0,,5,,5,,5,,5,,5,,5,,5,,5,,5,Thu Sep 03 2020 08:32:07 GMT+0200 (Central European Summer Time),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,imvtkenter,osweb,1.3.8,enter,space,,enter,749,23219,,749,2,legacy,1599114733911,1024,2,48000,-16,5,experiment,0,even,107228,28,107730,,114086,,100299,,100298,28,28,,114086,,114846,,114846,23256,,100299,,101578,,102861,,104145,,105428,,,,,MemorySpan_1,0,32774,30,yes,1024
g,r,y,p,3000,y,r,w,w,500,750,0,0,1017,1017,black,no,legacy,legacy,legacy,0,letters,uniform,,48,0,6,0,,36,,6,,36,,6,0,0,,36,0,,36,,6,,6,0,,6,,6,,6,,6,,6,,6,,6,,6,,6,Thu Sep 03 2020 08:32:07 GMT+0200 (Central European Summer Time),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,grypyrenter,osweb,1.3.8,enter,space,,enter,720,23219,,720,2,legacy,1599114733911,1024,2,48000,-16,6,experiment,0,even,122563,28,123080,,130339,,114870,,114869,28,28,,130339,,131063,,131064,23256,,114870,,116146,,117429,,118713,,119997,,121280,,,MemorySpan_1,0,37635,37,yes,1024
