A,B,C,D,DotDur,E,F,G,H,ISIdur,NumDur,acc,accuracy,average_response_time,avg_rt,background,bidi,canvas_backend,clock_backend,color_backend,compensation,condition,coordinates,correct,count_ISI,count_digit_loop_1,count_dot,count_experiment,count_get_input_digits,count_get_input_letters,count_get_input_loop_1,count_get_input_loop_2,count_get_input_sequence_1,count_get_input_sequence_2,count_init_1,count_init_2,count_intro_1,count_letter_loop_1,count_number_input_1,count_number_input_2,count_osweb,count_process_input_1,count_process_input_2,count_report_1,count_report_2,count_response_logger_1,count_response_logger_2,count_set_time_vars,count_stimA_1,count_stimA_2,count_stimB_1,count_stimB_2,count_stimC_1,count_stimC_2,count_stimD_1,count_stimD_2,count_stimE_1,count_stimE_2,count_stimF_1,count_stimF_2,count_stimG_1,count_stimG_2,count_stimH_1,count_stimH_2,count_trial_sequence_1,count_trial_sequence_2,datetime,description,disable_garbage_collection,empty_column,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,keyboard_backend,mouse_backend,multichar_response,opensesame_codename,opensesame_version,response,response_intro_1,response_number_input_1,response_number_input_2,response_time,response_time_intro_1,response_time_number_input_1,response_time_number_input_2,round_decimals,sampler_backend,sessionid,sound_buf_size,sound_channels,sound_freq,sound_sample_size,span,start,subject_nr,subject_parity,time_ISI,time_digit_loop_1,time_dot,time_get_input_digits,time_get_input_letters,time_get_input_loop_1,time_get_input_loop_2,time_init_1,time_init_2,time_intro_1,time_letter_loop_1,time_number_input_1,time_number_input_2,time_process_input_1,time_process_input_2,time_response_logger_1,time_response_logger_2,time_set_time_vars,time_stimA_1,time_stimA_2,time_stimB_1,time_stimB_2,time_stimC_1,time_stimC_2,time_stimD_1,time_stimD_2,time_stimE_1,time_stimE_2,time_stimF_1,time_stimF_2,time_stimG_1,time_stimG_2,title,total_correct,total_response_time,total_responses,uniform_coordinates,width
4,3,3,6,3000,4,5,w,w,500,750,0,0,938,938,black,no,legacy,legacy,legacy,0,numbers,uniform,,118,0,16,0,36,61,6,9,36,61,6,9,0,0,36,61,0,36,61,6,9,6,9,0,6,9,6,9,6,9,6,9,6,9,6,9,6,9,6,9,6,9,Thu Sep 03 2020 08:31:33 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,433645enter,osweb,1.3.8,enter,n,enter,enter,12406,3107,12406,1326,2,legacy,1599114737372,1024,2,48000,-16,6,experiment,1,odd,253745,32,254263,260107,164957,246059,148000,246058,147999,31,32,260107,164957,272527,166294,272529,166295,3145,246059,148000,247328,149278,248612,150562,249895,151845,251178,153129,252462,154412,,155695,MemorySpan_1,0,92838,99,yes,1024
3,1,8,4,3000,4,4,w,w,500,750,0,0,911,911,black,no,legacy,legacy,legacy,0,numbers,uniform,,125,0,17,0,43,61,7,9,43,61,7,9,0,0,43,61,0,43,61,7,9,7,9,0,7,9,7,9,7,9,7,9,7,9,7,9,7,9,7,9,7,9,Thu Sep 03 2020 08:31:33 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,318444enter,osweb,1.3.8,enter,n,enter,enter,1100,3107,1100,1326,2,legacy,1599114737372,1024,2,48000,-16,6,experiment,1,odd,280228,32,280746,286474,164957,272542,148000,272542,147999,31,32,286474,164957,287577,166294,287578,166295,3145,272542,148000,273812,149278,275095,150562,276379,151845,277662,153129,278945,154412,,155695,MemorySpan_1,0,96532,106,yes,1024
6,3,9,9,3000,6,5,4,w,500,750,0,0,922,922,black,no,legacy,legacy,legacy,0,numbers,uniform,,132,0,18,0,51,61,8,9,51,61,8,9,0,0,51,61,0,51,61,8,9,8,9,0,8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,Thu Sep 03 2020 08:31:33 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,6399654enter,osweb,1.3.8,enter,n,enter,enter,1048,3107,1048,1326,2,legacy,1599114737372,1024,2,48000,-16,7,experiment,1,odd,296045,32,296562,307219,164957,287593,148000,287593,147999,31,32,307220,164957,308277,166294,308278,166295,3145,287593,148000,288862,149278,290145,150562,291429,151845,292712,153129,293995,154412,295279,155695,MemorySpan_1,0,105073,114,yes,1024
9,6,1,8,3000,5,3,4,w,500,750,0,0,900,900,black,no,legacy,legacy,legacy,0,numbers,uniform,,139,0,19,0,59,61,9,9,59,61,9,9,0,0,59,61,0,59,61,9,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Thu Sep 03 2020 08:31:33 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,9618534enter,osweb,1.3.8,enter,n,enter,enter,991,3107,991,1326,2,legacy,1599114737372,1024,2,48000,-16,7,experiment,1,odd,316761,32,317280,324257,164957,308302,148000,308302,147999,31,32,324257,164957,325261,166294,325261,166295,3145,308302,148000,309578,149278,310862,150562,312145,151845,313431,153129,314712,154412,315995,155695,MemorySpan_1,0,109846,122,yes,1024
v,j,y,w,3000,w,w,w,w,500,750,0,0,594,594,black,no,legacy,legacy,legacy,0,letters,uniform,,6,0,0,0,,3,,0,,3,,0,0,0,,3,0,,3,,0,,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,Thu Sep 03 2020 08:31:26 GMT+0200 (Central European Summer Time),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,vjyenter,osweb,1.3.8,enter,enter,,enter,819,1476,,819,2,legacy,1599114693578,1024,2,48000,-16,3,experiment,0,even,6871,30,7396,,12042,,1533,,1533,30,30,,12042,,12870,,12871,1507,,1533,,2794,,4063,,,,,,,,,MemorySpan_1,0,2375,4,yes,1024
z,v,y,w,3000,w,w,w,w,500,750,0,0,758,758,black,no,legacy,legacy,legacy,0,letters,uniform,,13,0,1,0,,7,,1,,7,,1,0,0,,7,0,,7,,1,,1,0,,1,,1,,1,,1,,1,,1,,1,,1,,1,Thu Sep 03 2020 08:31:26 GMT+0200 (Central European Summer Time),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,zvyenter,osweb,1.3.8,enter,enter,,enter,790,1476,,790,2,legacy,1599114693578,1024,2,48000,-16,3,experiment,0,even,18201,30,18703,,24659,,12894,,12894,30,30,,24659,,25453,,25454,1507,,12894,,14157,,15427,,,,,,,,,MemorySpan_1,0,6063,8,yes,1024
z,x,m,y,3000,w,w,w,w,500,750,0,0,643,643,black,no,legacy,legacy,legacy,0,letters,uniform,,20,0,2,0,,12,,2,,12,,2,0,0,,12,0,,12,,2,,2,0,,2,,2,,2,,2,,2,,2,,2,,2,,2,Thu Sep 03 2020 08:31:26 GMT+0200 (Central European Summer Time),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,zxmyenter,osweb,1.3.8,enter,enter,,enter,401,1476,,401,2,legacy,1599114693578,1024,2,48000,-16,4,experiment,0,even,31503,30,32021,,36992,,25480,,25479,30,30,,36992,,37402,,37402,1507,,25480,,26741,,27994,,29247,,,,,,,MemorySpan_1,0,8365,13,yes,1024
t,q,t,f,3000,w,w,w,w,500,750,0,0,621,621,black,no,legacy,legacy,legacy,0,letters,uniform,,27,0,3,0,,17,,3,,17,,3,0,0,,17,0,,17,,3,,3,0,,3,,3,,3,,3,,3,,3,,3,,3,,3,Thu Sep 03 2020 08:31:26 GMT+0200 (Central European Summer Time),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,tqtfenter,osweb,1.3.8,enter,enter,,enter,364,1476,,364,2,legacy,1599114693578,1024,2,48000,-16,4,experiment,0,even,43452,30,43954,,49476,,37424,,37424,30,30,,49476,,49851,,49852,1507,,37424,,38689,,39942,,41196,,,,,,,MemorySpan_1,0,11176,18,yes,1024
d,y,v,f,3000,x,w,w,w,500,750,0,0,648,648,black,no,legacy,legacy,legacy,0,letters,uniform,,34,0,4,0,,23,,4,,23,,4,0,0,,23,0,,23,,4,,4,0,,4,,4,,4,,4,,4,,4,,4,,4,,4,Thu Sep 03 2020 08:31:26 GMT+0200 (Central European Summer Time),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,dyvfxenter,osweb,1.3.8,enter,enter,,enter,888,1476,,888,2,legacy,1599114693578,1024,2,48000,-16,5,experiment,0,even,56704,30,57206,,63814,,49874,,49874,30,30,,63814,,64708,,64708,1507,,49874,,51139,,52409,,53679,,54933,,,,,MemorySpan_1,0,15563,24,yes,1024
i,m,v,t,3000,k,w,w,w,500,750,0,0,713,713,black,no,legacy,legacy,legacy,0,letters,uniform,,41,0,5,0,,29,,5,,29,,5,0,0,,29,0,,29,,5,,5,0,,5,,5,,5,,5,,5,,5,,5,,5,,5,Thu Sep 03 2020 08:31:26 GMT+0200 (Central European Summer Time),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,imvtkenter,osweb,1.3.8,enter,enter,,enter,3695,1476,,3695,2,legacy,1599114693578,1024,2,48000,-16,5,experiment,0,even,71560,30,72062,,77300,,64730,,64729,30,30,,77300,,81001,,81002,1507,,64730,,65995,,67266,,68519,,69789,,,,,MemorySpan_1,0,21376,30,yes,1024
g,r,y,p,3000,y,r,w,w,500,750,0,0,941,941,black,no,legacy,legacy,legacy,0,letters,uniform,,48,0,6,0,,35,,6,,35,,6,0,0,,35,0,,35,,6,,6,0,,6,,6,,6,,6,,6,,6,,6,,6,,6,Thu Sep 03 2020 08:31:26 GMT+0200 (Central European Summer Time),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,gypqrenter,osweb,1.3.8,enter,enter,,enter,1999,1476,,1999,2,legacy,1599114693578,1024,2,48000,-16,6,experiment,0,even,88571,30,89075,,102667,,81021,,81020,30,30,,102667,,104682,,104682,1507,,81021,,82289,,83542,,84795,,86049,,87319,,,MemorySpan_1,0,33876,36,yes,1024
i,m,u,u,3000,e,r,w,w,500,750,0,0,951,951,black,no,legacy,legacy,legacy,0,letters,uniform,,55,0,7,0,,42,,7,,42,,7,0,0,,42,0,,42,,7,,7,0,,7,,7,,7,,7,,7,,7,,7,,7,,7,Thu Sep 03 2020 08:31:26 GMT+0200 (Central European Summer Time),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,imuuerenter,osweb,1.3.8,enter,enter,,enter,1356,1476,,1356,2,legacy,1599114693578,1024,2,48000,-16,6,experiment,0,even,112252,30,112754,,121516,,104703,,104702,30,30,,121516,,122880,,122881,1507,,104703,,105969,,107222,,108478,,109746,,110999,,,MemorySpan_1,0,40882,43,yes,1024
v,e,z,g,3000,s,q,l,w,500,750,0,0,1121,1121,black,no,legacy,legacy,legacy,0,letters,uniform,,62,0,8,0,,53,,8,,53,,8,0,0,,53,0,,53,,8,,8,0,,8,,8,,8,,8,,8,,8,,8,,8,,8,Thu Sep 03 2020 08:31:26 GMT+0200 (Central European Summer Time),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,vegsqlenter,osweb,1.3.8,enter,enter,,enter,1457,1476,,1457,2,legacy,1599114693578,1024,2,48000,-16,7,experiment,0,even,131203,30,131721,,153120,,122901,,122900,30,30,,153120,,154581,,154582,1507,,122901,,124168,,125421,,126674,,127927,,129181,,130451,MemorySpan_1,0,60557,54,yes,1024
u,p,t,x,3000,i,p,f,w,500,750,0,0,1156,1156,black,no,legacy,legacy,legacy,0,letters,uniform,,69,0,9,0,,64,,9,,64,,9,0,0,,64,0,,64,,9,,9,0,,9,,9,,9,,9,,9,,9,,9,,9,,9,Thu Sep 03 2020 08:31:26 GMT+0200 (Central European Summer Time),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,uptxefenter,osweb,1.3.8,enter,enter,,enter,1719,1476,,1719,2,legacy,1599114693578,1024,2,48000,-16,7,experiment,0,even,162904,30,163406,,179438,,154602,,154601,30,30,,179438,,181169,,181169,1507,,154602,,155869,,157122,,158375,,159629,,160899,,162152,MemorySpan_1,0,75144,65,yes,1024
3,9,5,w,3000,w,w,w,w,500,750,0,0,1112,1112,black,no,legacy,legacy,legacy,0,numbers,uniform,,76,0,10,0,3,64,0,9,3,64,0,9,0,0,3,64,0,3,64,0,9,0,9,0,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,Thu Sep 03 2020 08:31:26 GMT+0200 (Central European Summer Time),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,395enter,osweb,1.3.8,enter,enter,enter,enter,521,1476,521,1719,2,legacy,1599114693578,1024,2,48000,-16,3,experiment,0,even,186483,30,186985,191120,179438,181191,154602,181190,154601,30,30,191120,179438,191647,181169,191648,181169,1507,181191,154602,182456,155869,183709,157122,,158375,,159629,,160899,,162152,MemorySpan_1,0,76714,69,yes,1024
1,8,3,w,3000,w,w,w,w,500,750,0,0,1072,1072,black,no,legacy,legacy,legacy,0,numbers,uniform,,83,0,11,0,7,64,1,9,7,64,1,9,0,0,7,64,0,7,64,1,9,1,9,0,1,9,1,9,1,9,1,9,1,9,1,9,1,9,1,9,1,9,Thu Sep 03 2020 08:31:26 GMT+0200 (Central European Summer Time),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,183enter,osweb,1.3.8,enter,enter,enter,enter,560,1476,560,1719,2,legacy,1599114693578,1024,2,48000,-16,3,experiment,0,even,196978,30,197480,201546,179438,191668,154602,191668,154601,30,30,201546,179438,202107,181169,202108,181169,1507,191668,154602,192951,155869,194204,157122,,158375,,159629,,160899,,162152,MemorySpan_1,0,78276,73,yes,1024
6,5,5,4,3000,w,w,w,w,500,750,0,0,1040,1040,black,no,legacy,legacy,legacy,0,numbers,uniform,,90,0,12,0,12,64,2,9,12,64,2,9,0,0,12,64,0,12,64,2,9,2,9,0,2,9,2,9,2,9,2,9,2,9,2,9,2,9,2,9,2,9,Thu Sep 03 2020 08:31:26 GMT+0200 (Central European Summer Time),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,6554enter,osweb,1.3.8,enter,enter,enter,enter,541,1476,541,1719,2,legacy,1599114693578,1024,2,48000,-16,4,experiment,0,even,208175,30,208693,214048,179438,202127,154602,202127,154601,30,30,214048,179438,214592,181169,214592,181169,1507,202127,154602,203395,155869,204649,157122,205919,158375,,159629,,160899,,162152,MemorySpan_1,0,81082,78,yes,1024
5,5,5,1,3000,w,w,w,w,500,750,0,0,1010,1010,black,no,legacy,legacy,legacy,0,numbers,uniform,,97,0,13,0,17,64,3,9,17,64,3,9,0,0,17,64,0,17,64,3,9,3,9,0,3,9,3,9,3,9,3,9,3,9,3,9,3,9,3,9,3,9,Thu Sep 03 2020 08:31:26 GMT+0200 (Central European Summer Time),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,4551enter,osweb,1.3.8,enter,enter,enter,enter,640,1476,640,1719,2,legacy,1599114693578,1024,2,48000,-16,4,experiment,0,even,220675,30,221178,226331,179438,214612,154602,214612,154601,30,30,226331,179438,226975,181169,226975,181169,1507,214612,154602,215895,155869,217149,157122,218402,158375,,159629,,160899,,162152,MemorySpan_1,0,83801,83,yes,1024
5,2,4,1,3000,2,w,w,w,500,750,0,0,981,981,black,no,legacy,legacy,legacy,0,numbers,uniform,,104,0,14,0,23,64,4,9,23,64,4,9,0,0,23,64,0,23,64,4,9,4,9,0,4,9,4,9,4,9,4,9,4,9,4,9,4,9,4,9,4,9,Thu Sep 03 2020 08:31:26 GMT+0200 (Central European Summer Time),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,52412enter,osweb,1.3.8,enter,enter,enter,enter,812,1476,812,1719,2,legacy,1599114693578,1024,2,48000,-16,5,experiment,0,even,233793,30,234299,240051,179438,226995,154602,226994,154601,30,30,240051,179438,240879,181169,240879,181169,1507,226995,154602,228278,155869,229532,157122,230785,158375,232039,159629,,160899,,162152,MemorySpan_1,0,87274,89,yes,1024
2,9,6,4,3000,6,w,w,w,500,750,0,0,959,959,black,no,legacy,legacy,legacy,0,numbers,uniform,,111,0,15,0,29,64,5,9,29,64,5,9,0,0,29,64,0,29,64,5,9,5,9,0,5,9,5,9,5,9,5,9,5,9,5,9,5,9,5,9,5,9,Thu Sep 03 2020 08:31:26 GMT+0200 (Central European Summer Time),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,29646enter,osweb,1.3.8,enter,enter,enter,enter,1474,1476,1474,1719,2,legacy,1599114693578,1024,2,48000,-16,5,experiment,0,even,247714,30,248215,253720,179438,240899,154602,240899,154601,30,30,253720,179438,255200,181169,255200,181169,1507,240899,154602,242166,155869,243419,157122,244672,158375,245926,159629,,160899,,162152,MemorySpan_1,0,91145,95,yes,1024
4,3,3,6,3000,4,5,w,w,500,750,0,0,949,949,black,no,legacy,legacy,legacy,0,numbers,uniform,,118,0,16,0,36,64,6,9,36,64,6,9,0,0,36,64,0,36,64,6,9,6,9,0,6,9,6,9,6,9,6,9,6,9,6,9,6,9,6,9,6,9,Thu Sep 03 2020 08:31:26 GMT+0200 (Central European Summer Time),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,433645enter,osweb,1.3.8,enter,enter,enter,enter,483,1476,483,1719,2,legacy,1599114693578,1024,2,48000,-16,6,experiment,0,even,262753,30,263256,271602,179438,255221,154602,255220,154601,30,30,271602,179438,272094,181169,272094,181169,1507,255221,154602,256487,155869,257741,157122,258994,158375,260247,159629,261501,160899,,162152,MemorySpan_1,0,96831,102,yes,1024
3,1,8,4,3000,4,4,w,w,500,750,0,0,916,916,black,no,legacy,legacy,legacy,0,numbers,uniform,,125,0,17,0,43,64,7,9,43,64,7,9,0,0,43,64,0,43,64,7,9,7,9,0,7,9,7,9,7,9,7,9,7,9,7,9,7,9,7,9,7,9,Thu Sep 03 2020 08:31:26 GMT+0200 (Central European Summer Time),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,318444enter,osweb,1.3.8,enter,enter,enter,enter,403,1476,403,1719,2,legacy,1599114693578,1024,2,48000,-16,6,experiment,0,even,279649,30,280151,285856,179438,272114,154602,272113,154601,30,30,285856,179438,286266,181169,286267,181169,1507,272114,154602,273382,155869,274636,157122,275889,158375,277142,159629,278396,160899,,162152,MemorySpan_1,0,99821,109,yes,1024
6,3,9,9,3000,6,5,4,w,500,750,0,0,947,947,black,no,legacy,legacy,legacy,0,numbers,uniform,,132,0,18,0,51,64,8,9,51,64,8,9,0,0,51,64,0,51,64,8,9,8,9,0,8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,Thu Sep 03 2020 08:31:26 GMT+0200 (Central European Summer Time),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,6399654enter,osweb,1.3.8,enter,enter,enter,enter,1121,1476,1121,1719,2,legacy,1599114693578,1024,2,48000,-16,7,experiment,0,even,294572,30,295075,308049,179438,286287,154602,286287,154601,30,30,308049,179438,309178,181169,309178,181169,1507,286287,154602,287553,155869,288807,157122,290060,158375,291314,159629,292567,160899,293821,162152,MemorySpan_1,0,110790,117,yes,1024
9,6,1,8,3000,5,3,4,w,500,750,0,0,963,963,black,no,legacy,legacy,legacy,0,numbers,uniform,,139,0,19,0,58,64,9,9,58,64,9,9,0,0,58,64,0,58,64,9,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Thu Sep 03 2020 08:31:26 GMT+0200 (Central European Summer Time),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,961854enter,osweb,1.3.8,enter,enter,enter,enter,2698,1476,2698,1719,2,legacy,1599114693578,1024,2,48000,-16,7,experiment,0,even,317484,30,317986,327033,179438,309200,154602,309199,154601,30,30,327033,179438,329732,181169,329732,181169,1507,309200,154602,310465,155869,311718,157122,312972,158375,314225,159629,315478,160899,316732,162152,MemorySpan_1,0,119428,124,yes,1024
v,j,y,w,3000,w,w,w,w,500,750,0,0,1177,1177,black,no,legacy,legacy,legacy,0,letters,uniform,,6,0,0,0,,5,,0,,5,,0,0,0,,5,0,,5,,0,,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,Thu Sep 03 2020 08:30:47 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,vjyenter,osweb,1.3.8,enter,enter,,enter,1613,46461,,1613,2,legacy,1599114731975,1024,2,48000,-16,3,experiment,1,odd,51947,73,52474,,61072,,46560,,46560,72,73,,61072,,62691,,62691,46534,,46560,,47832,,49115,,,,,,,,,MemorySpan_1,0,7062,6,yes,1024
z,v,y,w,3000,w,w,w,w,500,750,0,0,969,969,black,no,legacy,legacy,legacy,0,letters,uniform,,13,0,1,0,,9,,1,,9,,1,0,0,,9,0,,9,,1,,1,0,,1,,1,,1,,1,,1,,1,,1,,1,,1,Thu Sep 03 2020 08:30:47 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,zvyenter,osweb,1.3.8,enter,enter,,enter,442,46461,,442,2,legacy,1599114731975,1024,2,48000,-16,3,experiment,1,odd,68106,73,68624,,73869,,62709,,62708,72,73,,73869,,74319,,74319,46534,,62708,,63991,,65274,,,,,,,,,MemorySpan_1,0,9685,10,yes,1024
z,x,m,y,3000,w,w,w,w,500,750,0,0,738,738,black,no,legacy,legacy,legacy,0,letters,uniform,,20,0,2,0,,14,,2,,14,,2,0,0,,14,0,,14,,2,,2,0,,2,,2,,2,,2,,2,,2,,2,,2,,2,Thu Sep 03 2020 08:30:47 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,zxmyenter,osweb,1.3.8,enter,enter,,enter,133,46461,,133,2,legacy,1599114731975,1024,2,48000,-16,4,experiment,1,odd,80484,73,81002,,85360,,74334,,74334,72,73,,85361,,85497,,85498,46534,,74334,,75603,,76885,,78168,,,,,,,MemorySpan_1,0,11063,15,yes,1024
t,q,t,f,3000,w,w,w,w,500,750,0,0,652,652,black,no,legacy,legacy,legacy,0,letters,uniform,,27,0,3,0,,19,,3,,19,,3,0,0,,19,0,,19,,3,,3,0,,3,,3,,3,,3,,3,,3,,3,,3,,3,Thu Sep 03 2020 08:30:47 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,tqtfenter,osweb,1.3.8,enter,enter,,enter,270,46461,,270,2,legacy,1599114731975,1024,2,48000,-16,4,experiment,1,odd,91662,73,92165,,96984,,85513,,85513,72,73,,96984,,97259,,97259,46534,,85513,,86781,,88064,,89347,,,,,,,MemorySpan_1,0,13040,20,yes,1024
d,y,v,f,3000,x,w,w,w,500,750,0,0,567,567,black,no,legacy,legacy,legacy,0,letters,uniform,,34,0,4,0,,27,,4,,27,,4,0,0,,27,0,,27,,4,,4,0,,4,,4,,4,,4,,4,,4,,4,,4,,4,Thu Sep 03 2020 08:30:47 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,dyvfxenter,osweb,1.3.8,enter,enter,,enter,206,46461,,206,2,legacy,1599114731975,1024,2,48000,-16,5,experiment,1,odd,104206,73,104724,,110549,,97275,,97275,72,73,,110549,,110769,,110770,46534,,97275,,98559,,99842,,101125,,102408,,,,,MemorySpan_1,0,15876,28,yes,1024
i,m,v,t,3000,k,w,w,w,500,750,0,0,534,534,black,no,legacy,legacy,legacy,0,letters,uniform,,41,0,5,0,,33,,5,,33,,5,0,0,,33,0,,33,,5,,5,0,,5,,5,,5,,5,,5,,5,,5,,5,,5,Thu Sep 03 2020 08:30:47 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,imvtkenter,osweb,1.3.8,enter,enter,,enter,246,46461,,246,2,legacy,1599114731975,1024,2,48000,-16,5,experiment,1,odd,117701,73,118218,,123377,,110785,,110784,72,73,,123377,,123630,,123631,46534,,110785,,112053,,113336,,114619,,115902,,,,,MemorySpan_1,0,18144,34,yes,1024
g,r,y,p,3000,y,r,w,w,500,750,0,0,532,532,black,no,legacy,legacy,legacy,0,letters,uniform,,48,0,6,0,,41,,6,,41,,6,0,0,,41,0,,41,,6,,6,0,,6,,6,,6,,6,,6,,6,,6,,6,,6,Thu Sep 03 2020 08:30:47 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,grypyyrenter,osweb,1.3.8,enter,enter,,enter,412,46461,,412,2,legacy,1599114731975,1024,2,48000,-16,6,experiment,1,odd,131344,73,131862,,138787,,123648,,123647,72,73,,138787,,139207,,139207,46534,,123648,,124931,,126214,,127496,,128779,,130062,,,MemorySpan_1,0,22332,42,yes,1024
i,m,u,u,3000,e,r,w,w,500,750,0,0,527,527,black,no,legacy,legacy,legacy,0,letters,uniform,,55,0,7,0,,48,,7,,48,,7,0,0,,48,0,,48,,7,,7,0,,7,,7,,7,,7,,7,,7,,7,,7,,7,Thu Sep 03 2020 08:30:47 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,imuuerenter,osweb,1.3.8,enter,enter,,enter,1620,46461,,1620,2,legacy,1599114731975,1024,2,48000,-16,6,experiment,1,odd,146904,73,147422,,152446,,139222,,139221,72,73,,152446,,154067,,154067,46534,,139222,,140490,,141773,,143056,,144339,,145622,,,MemorySpan_1,0,25822,49,yes,1024
