A,B,C,D,DotDur,E,F,G,H,ISIdur,NumDur,acc,accuracy,average_response_time,avg_rt,background,bidi,canvas_backend,clock_backend,color_backend,compensation,condition,coordinates,correct,count_ISI,count_digit_loop_1,count_dot,count_experiment,count_get_input_digits,count_get_input_letters,count_get_input_loop_1,count_get_input_loop_2,count_get_input_sequence_1,count_get_input_sequence_2,count_init_1,count_init_2,count_intro_1,count_letter_loop_1,count_number_input_1,count_number_input_2,count_osweb,count_process_input_1,count_process_input_2,count_report_1,count_report_2,count_response_logger_1,count_response_logger_2,count_set_time_vars,count_stimA_1,count_stimA_2,count_stimB_1,count_stimB_2,count_stimC_1,count_stimC_2,count_stimD_1,count_stimD_2,count_stimE_1,count_stimE_2,count_stimF_1,count_stimF_2,count_stimG_1,count_stimG_2,count_stimH_1,count_stimH_2,count_trial_sequence_1,count_trial_sequence_2,datetime,description,disable_garbage_collection,empty_column,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,keyboard_backend,mouse_backend,multichar_response,opensesame_codename,opensesame_version,response,response_intro_1,response_number_input_1,response_number_input_2,response_time,response_time_intro_1,response_time_number_input_1,response_time_number_input_2,round_decimals,sampler_backend,sessionid,sound_buf_size,sound_channels,sound_freq,sound_sample_size,span,start,subject_nr,subject_parity,time_ISI,time_digit_loop_1,time_dot,time_get_input_digits,time_get_input_letters,time_get_input_loop_1,time_get_input_loop_2,time_init_1,time_init_2,time_intro_1,time_letter_loop_1,time_number_input_1,time_number_input_2,time_process_input_1,time_process_input_2,time_response_logger_1,time_response_logger_2,time_set_time_vars,time_stimA_1,time_stimA_2,time_stimB_1,time_stimB_2,time_stimC_1,time_stimC_2,time_stimD_1,time_stimD_2,time_stimE_1,time_stimE_2,time_stimF_1,time_stimF_2,time_stimG_1,time_stimG_2,title,total_correct,total_response_time,total_responses,uniform_coordinates,width
2,9,6,4,3000,6,w,w,w,500,750,0,0,681,681,black,no,legacy,legacy,legacy,0,numbers,uniform,,111,0,15,0,31,58,5,9,31,58,5,9,0,0,31,58,0,31,58,5,9,5,9,0,5,9,5,9,5,9,5,9,5,9,5,9,5,9,5,9,5,9,Thu Sep 03 2020 08:33:41 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,29646enter,osweb,1.3.8,enter,space,enter,enter,2453,19410,2453,1989,2,legacy,1599114834532,1024,2,48000,-16,5,experiment,0,even,235243,29,235760,243401,167019,228307,146008,228306,146006,29,29,243401,167019,245857,169008,245858,169009,19451,228307,146008,229591,147274,230874,148558,232158,149841,233442,151124,,152408,,153692,MemorySpan_1,0,61996,91,yes,1024
4,3,3,6,3000,4,5,w,w,500,750,0,0,733,733,black,no,legacy,legacy,legacy,0,numbers,uniform,,118,0,16,0,37,58,6,9,37,58,6,9,0,0,37,58,0,37,58,6,9,6,9,0,6,9,6,9,6,9,6,9,6,9,6,9,6,9,6,9,6,9,Thu Sep 03 2020 08:33:41 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,32496enter,osweb,1.3.8,enter,space,enter,enter,1766,19410,1766,1989,2,legacy,1599114834532,1024,2,48000,-16,6,experiment,0,even,253535,29,254054,264533,167019,245872,146008,245871,146006,29,29,264533,167019,266309,169008,266309,169009,19451,245872,146008,247132,147274,248416,148558,249699,149841,250983,151124,252250,152408,,153692,MemorySpan_1,0,71110,97,yes,1024
3,1,8,4,3000,4,4,w,w,500,750,0,0,713,713,black,no,legacy,legacy,legacy,0,numbers,uniform,,125,0,17,0,44,58,7,9,44,58,7,9,0,0,44,58,0,44,58,7,9,7,9,0,7,9,7,9,7,9,7,9,7,9,7,9,7,9,7,9,7,9,Thu Sep 03 2020 08:33:41 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,318444enter,osweb,1.3.8,enter,space,enter,enter,716,19410,716,1989,2,legacy,1599114834532,1024,2,48000,-16,6,experiment,0,even,274009,29,274527,280036,167019,266324,146008,266323,146006,29,29,280036,167019,280760,169008,280760,169009,19451,266324,146008,267593,147274,268873,148558,270158,149841,271442,151124,272726,152408,,153692,MemorySpan_1,0,74189,104,yes,1024
6,3,9,9,3000,6,5,4,w,500,750,0,0,745,745,black,no,legacy,legacy,legacy,0,numbers,uniform,,132,0,18,0,51,58,8,9,51,58,8,9,0,0,51,58,0,51,58,8,9,8,9,0,8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,Thu Sep 03 2020 08:33:41 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,396144enter,osweb,1.3.8,enter,space,enter,enter,535,19410,535,1989,2,legacy,1599114834532,1024,2,48000,-16,7,experiment,0,even,289214,29,289731,300837,167019,280776,146008,280774,146006,29,29,300837,167019,301377,169008,301377,169009,19451,280776,146008,282060,147274,283343,148558,284595,149841,285879,151124,287162,152408,288446,153692,MemorySpan_1,0,82697,111,yes,1024
9,6,1,8,3000,5,3,4,w,500,750,0,0,780,780,black,no,legacy,legacy,legacy,0,numbers,uniform,,139,0,19,0,57,58,9,9,57,58,9,9,0,0,57,58,0,57,58,9,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Thu Sep 03 2020 08:33:41 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,964enter,osweb,1.3.8,enter,space,enter,enter,1221,19410,1221,1989,2,legacy,1599114834532,1024,2,48000,-16,7,experiment,0,even,309864,29,310383,320807,167019,301397,146008,301396,146006,29,29,320807,167019,322030,169008,322030,169009,19451,301397,146008,302678,147274,303962,148558,305246,149841,306530,151124,307813,152408,309098,153692,MemorySpan_1,0,91228,117,yes,1024
v,j,y,w,3000,w,w,w,w,500,750,0,0,584,584,black,no,legacy,legacy,legacy,0,letters,uniform,,6,0,0,0,,3,,0,,3,,0,0,0,,3,0,,3,,0,,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,Thu Sep 03 2020 08:33:14 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,vjyenter,osweb,1.3.8,enter,j,,enter,544,3427,,544,2,legacy,1599114799891,1024,2,48000,-16,3,experiment,1,odd,8881,30,9401,,14252,,3490,,3489,30,30,,14252,,14797,,14797,3464,,3490,,4764,,6048,,,,,,,,,MemorySpan_1,0,2335,4,yes,1024
z,v,y,w,3000,w,w,w,w,500,750,0,0,638,638,black,no,legacy,legacy,legacy,0,letters,uniform,,13,0,1,0,,7,,1,,7,,1,0,0,,7,0,,7,,1,,1,0,,1,,1,,1,,1,,1,,1,,1,,1,,1,Thu Sep 03 2020 08:33:14 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,zvyenter,osweb,1.3.8,enter,j,,enter,1096,3427,,1096,2,legacy,1599114799891,1024,2,48000,-16,3,experiment,1,odd,20213,30,20731,,25468,,14816,,14815,30,30,,25468,,26580,,26580,3464,,14815,,16097,,17380,,,,,,,,,MemorySpan_1,0,5100,8,yes,1024
z,x,m,y,3000,w,w,w,w,500,750,0,0,713,713,black,no,legacy,legacy,legacy,0,letters,uniform,,20,0,2,0,,12,,2,,12,,2,0,0,,12,0,,12,,2,,2,0,,2,,2,,2,,2,,2,,2,,2,,2,,2,Thu Sep 03 2020 08:33:14 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,zxmyenter,osweb,1.3.8,enter,j,,enter,1759,3427,,1759,2,legacy,1599114799891,1024,2,48000,-16,4,experiment,1,odd,32763,30,33280,,38767,,26597,,26597,30,30,,38767,,40529,,40529,3464,,26597,,27880,,29163,,30447,,,,,,,MemorySpan_1,0,9268,13,yes,1024
t,q,t,f,3000,w,w,w,w,500,750,0,0,673,673,black,no,legacy,legacy,legacy,0,letters,uniform,,27,0,3,0,,17,,3,,17,,3,0,0,,17,0,,17,,3,,3,0,,3,,3,,3,,3,,3,,3,,3,,3,,3,Thu Sep 03 2020 08:33:14 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,tqtfenter,osweb,1.3.8,enter,j,,enter,813,3427,,813,2,legacy,1599114799891,1024,2,48000,-16,4,experiment,1,odd,46712,30,47229,,52333,,40546,,40546,30,30,,52333,,53162,,53162,3464,,40546,,41829,,43113,,44396,,,,,,,MemorySpan_1,0,12112,18,yes,1024
d,y,v,f,3000,x,w,w,w,500,750,0,0,658,658,black,no,legacy,legacy,legacy,0,letters,uniform,,34,0,4,0,,23,,4,,23,,4,0,0,,23,0,,23,,4,,4,0,,4,,4,,4,,4,,4,,4,,4,,4,,4,Thu Sep 03 2020 08:33:14 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,dyvfxenter,osweb,1.3.8,enter,j,,enter,993,3427,,993,2,legacy,1599114799891,1024,2,48000,-16,5,experiment,1,odd,60112,30,60629,,66416,,53178,,53178,30,30,,66416,,67411,,67411,3464,,53178,,54462,,55745,,57029,,58312,,,,,MemorySpan_1,0,15786,24,yes,1024
i,m,v,t,3000,k,w,w,w,500,750,0,0,634,634,black,no,legacy,legacy,legacy,0,letters,uniform,,41,0,5,0,,29,,5,,29,,5,0,0,,29,0,,29,,5,,5,0,,5,,5,,5,,5,,5,,5,,5,,5,,5,Thu Sep 03 2020 08:33:14 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,imvtkenter,osweb,1.3.8,enter,j,,enter,916,3427,,916,2,legacy,1599114799891,1024,2,48000,-16,5,experiment,1,odd,74361,30,74878,,80298,,67430,,67430,30,30,,80298,,81227,,81227,3464,,67430,,68711,,69995,,71278,,72561,,,,,MemorySpan_1,0,19020,30,yes,1024
g,r,y,p,3000,y,r,w,w,500,750,0,0,642,642,black,no,legacy,legacy,legacy,0,letters,uniform,,48,0,6,0,,36,,6,,36,,6,0,0,,36,0,,36,,6,,6,0,,6,,6,,6,,6,,6,,6,,6,,6,,6,Thu Sep 03 2020 08:33:14 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,grypyrenter,osweb,1.3.8,enter,j,,enter,837,3427,,837,2,legacy,1599114799891,1024,2,48000,-16,6,experiment,1,odd,88944,30,89461,,96464,,81246,,81245,30,30,,96464,,97310,,97310,3464,,81246,,82527,,83811,,85094,,86377,,87661,,,MemorySpan_1,0,23762,37,yes,1024
i,m,u,u,3000,e,r,w,w,500,750,0,0,658,658,black,no,legacy,legacy,legacy,0,letters,uniform,,55,0,7,0,,43,,7,,43,,7,0,0,,43,0,,43,,7,,7,0,,7,,7,,7,,7,,7,,7,,7,,7,,7,Thu Sep 03 2020 08:33:14 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,imuuerenter,osweb,1.3.8,enter,j,,enter,2060,3427,,2060,2,legacy,1599114799891,1024,2,48000,-16,6,experiment,1,odd,105026,30,105543,,111780,,97328,,97327,30,30,,111780,,113842,,113842,3464,,97328,,98610,,99893,,101176,,102460,,103743,,,MemorySpan_1,0,28968,44,yes,1024
v,e,z,g,3000,s,q,l,w,500,750,0,0,657,657,black,no,legacy,legacy,legacy,0,letters,uniform,,62,0,8,0,,51,,8,,51,,8,0,0,,51,0,,51,,8,,8,0,,8,,8,,8,,8,,8,,8,,8,,8,,8,Thu Sep 03 2020 08:33:14 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,vezgsqlenter,osweb,1.3.8,enter,j,,enter,1477,3427,,1477,2,legacy,1599114799891,1024,2,48000,-16,7,experiment,1,odd,122325,30,122842,,129679,,113860,,113858,30,30,,129679,,131158,,131158,3464,,113860,,115142,,116426,,117709,,118992,,120276,,121559,MemorySpan_1,0,34187,52,yes,1024
u,p,t,x,3000,i,p,f,w,500,750,0,0,660,660,black,no,legacy,legacy,legacy,0,letters,uniform,,69,0,9,0,,58,,9,,58,,9,0,0,,58,0,,58,,9,,9,0,,9,,9,,9,,9,,9,,9,,9,,9,,9,Thu Sep 03 2020 08:33:14 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,upxitfenter,osweb,1.3.8,enter,j,,enter,699,3427,,699,2,legacy,1599114799891,1024,2,48000,-16,7,experiment,1,odd,139641,30,140158,,147328,,131175,,131174,30,30,,147328,,148041,,148041,3464,,131175,,132458,,133742,,135025,,136308,,137591,,138875,MemorySpan_1,0,38960,59,yes,1024
3,9,5,w,3000,w,w,w,w,500,750,0,0,591,591,black,no,legacy,legacy,legacy,0,numbers,uniform,,76,0,10,0,22,58,0,9,22,58,0,9,0,0,22,58,0,22,58,0,9,0,9,0,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,Thu Sep 03 2020 08:33:14 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,395enter,osweb,1.3.8,enter,j,enter,enter,608,3427,608,699,2,legacy,1599114799891,1024,2,48000,-16,3,experiment,1,odd,153457,30,153974,166194,147328,148058,131175,148057,131174,30,30,166194,147328,166806,148041,166807,148041,3464,148058,131175,149341,132458,150624,133742,,135025,,136308,,137591,,138875,MemorySpan_1,0,48494,82,yes,1024
1,8,3,w,3000,w,w,w,w,500,750,0,0,586,586,black,no,legacy,legacy,legacy,0,numbers,uniform,,83,0,11,0,26,58,1,9,26,58,1,9,0,0,26,58,0,26,58,1,9,1,9,0,1,9,1,9,1,9,1,9,1,9,1,9,1,9,1,9,1,9,Thu Sep 03 2020 08:33:14 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,183enter,osweb,1.3.8,enter,j,enter,enter,534,3427,534,699,2,legacy,1599114799891,1024,2,48000,-16,3,experiment,1,odd,172223,30,172740,177193,147328,166824,131175,166823,131174,30,30,177194,147328,177739,148041,177739,148041,3464,166824,131175,168107,132458,169390,133742,,135025,,136308,,137591,,138875,MemorySpan_1,0,50423,86,yes,1024
6,5,5,4,3000,w,w,w,w,500,750,0,0,581,581,black,no,legacy,legacy,legacy,0,numbers,uniform,,90,0,12,0,31,58,2,9,31,58,2,9,0,0,31,58,0,31,58,2,9,2,9,0,2,9,2,9,2,9,2,9,2,9,2,9,2,9,2,9,2,9,Thu Sep 03 2020 08:33:14 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,6554enter,osweb,1.3.8,enter,j,enter,enter,584,3427,584,699,2,legacy,1599114799891,1024,2,48000,-16,4,experiment,1,odd,183922,30,184440,189410,147328,177756,131175,177755,131174,30,30,189410,147328,190005,148041,190006,148041,3464,177756,131175,179039,132458,180323,133742,181606,135025,,136308,,137591,,138875,MemorySpan_1,0,52891,91,yes,1024
5,5,5,1,3000,w,w,w,w,500,750,0,0,575,575,black,no,legacy,legacy,legacy,0,numbers,uniform,,97,0,13,0,36,58,3,9,36,58,3,9,0,0,36,58,0,36,58,3,9,3,9,0,3,9,3,9,3,9,3,9,3,9,3,9,3,9,3,9,3,9,Thu Sep 03 2020 08:33:14 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,5551enter,osweb,1.3.8,enter,j,enter,enter,668,3427,668,699,2,legacy,1599114799891,1024,2,48000,-16,4,experiment,1,odd,196188,30,196706,201409,147328,190022,131175,190021,131174,30,30,201409,147328,202088,148041,202088,148041,3464,190022,131175,191306,132458,192589,133742,193872,135025,,136308,,137591,,138875,MemorySpan_1,0,55185,96,yes,1024
5,2,4,1,3000,2,w,w,w,500,750,0,0,582,582,black,no,legacy,legacy,legacy,0,numbers,uniform,,104,0,14,0,42,58,4,9,42,58,4,9,0,0,42,58,0,42,58,4,9,4,9,0,4,9,4,9,4,9,4,9,4,9,4,9,4,9,4,9,4,9,Thu Sep 03 2020 08:33:14 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,52412enter,osweb,1.3.8,enter,j,enter,enter,1622,3427,1622,699,2,legacy,1599114799891,1024,2,48000,-16,5,experiment,1,odd,209038,30,209557,215175,147328,202106,131175,202105,131174,30,30,215175,147328,216804,148041,216804,148041,3464,202106,131175,203388,132458,204672,133742,205955,135025,207238,136308,,137591,,138875,MemorySpan_1,0,59339,102,yes,1024
2,9,6,4,3000,6,w,w,w,500,750,0,0,587,587,black,no,legacy,legacy,legacy,0,numbers,uniform,,111,0,15,0,48,58,5,9,48,58,5,9,0,0,48,58,0,48,58,5,9,5,9,0,5,9,5,9,5,9,5,9,5,9,5,9,5,9,5,9,5,9,Thu Sep 03 2020 08:33:14 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,29646enter,osweb,1.3.8,enter,j,enter,enter,1409,3427,1409,699,2,legacy,1599114799891,1024,2,48000,-16,5,experiment,1,odd,223737,30,224254,229974,147328,216820,131175,216820,131174,30,30,229974,147328,231387,148041,231387,148041,3464,216820,131175,218088,132458,219371,133742,220654,135025,221937,136308,,137591,,138875,MemorySpan_1,0,63378,108,yes,1024
4,3,3,6,3000,4,5,w,w,500,750,0,0,584,584,black,no,legacy,legacy,legacy,0,numbers,uniform,,118,0,16,0,55,58,6,9,55,58,6,9,0,0,55,58,0,55,58,6,9,6,9,0,6,9,6,9,6,9,6,9,6,9,6,9,6,9,6,9,6,9,Thu Sep 03 2020 08:33:14 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,433645enter,osweb,1.3.8,enter,j,enter,enter,700,3427,700,699,2,legacy,1599114799891,1024,2,48000,-16,6,experiment,1,odd,239086,30,239603,245757,147328,231402,131175,231402,131174,30,30,245757,147328,246469,148041,246470,148041,3464,231402,131175,232670,132458,233953,133742,235237,135025,236520,136308,237803,137591,,138875,MemorySpan_1,0,67129,115,yes,1024
3,1,8,4,3000,4,4,w,w,500,750,0,0,584,584,black,no,legacy,legacy,legacy,0,numbers,uniform,,125,0,17,0,62,58,7,9,62,58,7,9,0,0,62,58,0,62,58,7,9,7,9,0,7,9,7,9,7,9,7,9,7,9,7,9,7,9,7,9,7,9,Thu Sep 03 2020 08:33:14 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,318444enter,osweb,1.3.8,enter,j,enter,enter,992,3427,992,699,2,legacy,1599114799891,1024,2,48000,-16,6,experiment,1,odd,254186,30,254703,260906,147328,246486,131175,246486,131174,30,30,260906,147328,261902,148041,261902,148041,3464,246486,131175,247770,132458,249053,133742,250336,135025,251619,136308,252903,137591,,138875,MemorySpan_1,0,71221,122,yes,1024
6,3,9,9,3000,6,5,4,w,500,750,0,0,607,607,black,no,legacy,legacy,legacy,0,numbers,uniform,,132,0,18,0,70,58,8,9,70,58,8,9,0,0,70,58,0,70,58,8,9,8,9,0,8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,Thu Sep 03 2020 08:33:14 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,3699654enter,osweb,1.3.8,enter,j,enter,enter,1248,3427,1248,699,2,legacy,1599114799891,1024,2,48000,-16,7,experiment,1,odd,270385,30,270902,280507,147328,261918,131175,261917,131174,30,30,280507,147328,281768,148041,281768,148041,3464,261918,131175,263202,132458,264485,133742,265769,135025,267052,136308,268335,137591,269618,138875,MemorySpan_1,0,78965,130,yes,1024
9,6,1,8,3000,5,3,4,w,500,750,0,0,607,607,black,no,legacy,legacy,legacy,0,numbers,uniform,,139,0,19,0,78,58,9,9,78,58,9,9,0,0,78,58,0,78,58,9,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Thu Sep 03 2020 08:33:14 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,9618534enter,osweb,1.3.8,enter,j,enter,enter,1514,3427,1514,699,2,legacy,1599114799891,1024,2,48000,-16,7,experiment,1,odd,290251,30,290768,297221,147328,281784,131175,281784,131174,30,30,297221,147328,298750,148041,298750,148041,3464,281784,131175,283068,132458,284351,133742,285634,135025,286918,136308,288201,137591,289484,138875,MemorySpan_1,0,83825,138,yes,1024
v,j,y,w,3000,w,w,w,w,500,750,0,0,1145,1145,black,no,legacy,legacy,legacy,0,letters,uniform,,6,0,0,0,,3,,0,,3,,0,0,0,,3,0,,3,,0,,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,Thu Sep 03 2020 08:32:19 GMT+0200 (CEST),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,vjyenter,osweb,1.3.8,enter,k,,enter,1599,2035,,1599,2,legacy,1599114819736,1024,2,48000,-16,3,experiment,0,even,7499,33,8005,,14084,,2122,,2119,33,33,,14084,,15785,,15786,2082,,2122,,3407,,4677,,,,,,,,,MemorySpan_1,0,4578,4,yes,1024
z,v,y,w,3000,w,w,w,w,500,750,0,0,895,895,black,no,legacy,legacy,legacy,0,letters,uniform,,13,0,1,0,,7,,1,,7,,1,0,0,,7,0,,7,,1,,1,0,,1,,1,,1,,1,,1,,1,,1,,1,,1,Thu Sep 03 2020 08:32:19 GMT+0200 (CEST),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,zvyenter,osweb,1.3.8,enter,k,,enter,551,2035,,551,2,legacy,1599114819736,1024,2,48000,-16,3,experiment,0,even,21191,33,21695,,26821,,15821,,15818,33,33,,26822,,27375,,27376,2082,,15821,,17099,,18369,,,,,,,,,MemorySpan_1,0,7162,8,yes,1024
z,x,m,y,3000,w,w,w,w,500,750,0,0,764,764,black,no,legacy,legacy,legacy,0,letters,uniform,,20,0,2,0,,12,,2,,12,,2,0,0,,12,0,,12,,2,,2,0,,2,,2,,2,,2,,2,,2,,2,,2,,2,Thu Sep 03 2020 08:32:19 GMT+0200 (CEST),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,zxmyenter,osweb,1.3.8,enter,k,,enter,700,2035,,700,2,legacy,1599114819736,1024,2,48000,-16,4,experiment,0,even,33546,33,34066,,39226,,27405,,27401,33,33,,39226,,39931,,39932,2082,,27405,,28686,,29972,,31243,,,,,,,MemorySpan_1,0,9929,13,yes,1024
t,q,t,f,3000,w,w,w,w,500,750,0,0,717,717,black,no,legacy,legacy,legacy,0,letters,uniform,,27,0,3,0,,17,,3,,17,,3,0,0,,17,0,,17,,3,,3,0,,3,,3,,3,,3,,3,,3,,3,,3,,3,Thu Sep 03 2020 08:32:19 GMT+0200 (CEST),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,tqtfenter,osweb,1.3.8,enter,k,,enter,690,2035,,690,2,legacy,1599114819736,1024,2,48000,-16,4,experiment,0,even,46051,33,46554,,51948,,39957,,39954,33,33,,51948,,52654,,52655,2082,,39957,,41223,,42493,,43764,,,,,,,MemorySpan_1,0,12898,18,yes,1024
d,y,v,f,3000,x,w,w,w,500,750,0,0,746,746,black,no,legacy,legacy,legacy,0,letters,uniform,,34,0,4,0,,23,,4,,23,,4,0,0,,23,0,,23,,4,,4,0,,4,,4,,4,,4,,4,,4,,4,,4,,4,Thu Sep 03 2020 08:32:19 GMT+0200 (CEST),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,dyfvxenter,osweb,1.3.8,enter,k,,enter,390,2035,,390,2,legacy,1599114819736,1024,2,48000,-16,5,experiment,0,even,59593,33,60113,,67863,,52682,,52679,33,33,,67863,,68269,,68270,2082,,52682,,53962,,55233,,56524,,57808,,,,,MemorySpan_1,0,17914,24,yes,1024
i,m,v,t,3000,k,w,w,w,500,750,0,0,741,741,black,no,legacy,legacy,legacy,0,letters,uniform,,41,0,5,0,,31,,5,,31,,5,0,0,,31,0,,31,,5,,5,0,,5,,5,,5,,5,,5,,5,,5,,5,,5,Thu Sep 03 2020 08:32:19 GMT+0200 (CEST),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,imvtkenter,osweb,1.3.8,enter,k,,enter,2103,2035,,2103,2,legacy,1599114819736,1024,2,48000,-16,5,experiment,0,even,75208,33,75727,,82593,,68296,,68292,33,33,,82593,,84703,,84704,2082,,68295,,69577,,70864,,72135,,73422,,,,,MemorySpan_1,0,23699,32,yes,1024
g,r,y,p,3000,y,r,w,w,500,750,0,0,836,836,black,no,legacy,legacy,legacy,0,letters,uniform,,48,0,6,0,,40,,6,,40,,6,0,0,,40,0,,40,,6,,6,0,,6,,6,,6,,6,,6,,6,,6,,6,,6,Thu Sep 03 2020 08:32:19 GMT+0200 (CEST),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,gryvprenter,osweb,1.3.8,enter,k,,enter,1088,2035,,1088,2,legacy,1599114819736,1024,2,48000,-16,6,experiment,0,even,92377,33,92880,,105564,,84730,,84727,33,33,,105564,,106669,,106670,2082,,84730,,85994,,87281,,88552,,89839,,91110,,,MemorySpan_1,0,34258,41,yes,1024
