"","id","block","correct","present","setSize","response_time","rt"
"1","18","experiment",1,"y",3,628,628
"2","18","experiment",1,"y",6,753,753
"3","18","experiment",1,"y",4,750,750
"4","18","experiment",1,"n",4,694,694
"5","18","experiment",1,"n",4,716,716
"6","18","experiment",1,"y",6,888,888
"7","18","experiment",1,"n",4,567,567
"8","18","experiment",1,"n",5,537,537
"9","18","experiment",1,"y",2,405,405
"10","18","experiment",1,"y",4,859,859
"11","18","experiment",1,"n",6,798,798
"12","18","experiment",1,"n",4,561,561
"13","18","experiment",1,"n",3,569,569
"14","18","experiment",1,"y",3,408,408
"15","18","experiment",1,"y",6,787,787
"16","18","experiment",1,"n",6,762,762
"17","18","experiment",1,"n",2,761,761
"18","18","experiment",1,"y",5,1401,1401
"19","18","experiment",1,"y",2,470,470
"20","18","experiment",1,"n",1,533,533
"21","18","experiment",1,"n",6,743,743
"22","18","experiment",1,"y",4,728,728
"23","18","experiment",1,"y",5,679,679
"24","18","experiment",1,"n",4,970,970
"25","18","experiment",1,"y",6,1547,1547
"26","18","experiment",1,"n",3,609,609
"27","18","experiment",1,"n",3,838,838
"28","18","experiment",1,"n",5,659,659
"29","18","experiment",1,"n",6,643,643
"30","18","experiment",1,"n",2,750,750
"31","18","experiment",1,"y",5,1065,1065
"32","18","experiment",1,"n",3,1329,1329
"33","18","experiment",1,"n",6,859,859
"34","18","experiment",1,"n",4,1169,1169
"35","18","experiment",1,"n",5,626,626
"36","18","experiment",1,"y",2,954,954
"37","18","experiment",1,"n",4,662,662
"38","18","experiment",1,"n",2,618,618
"39","18","experiment",1,"n",6,1203,1203
"40","18","experiment",1,"n",5,704,704
"41","18","experiment",1,"n",6,692,692
"42","18","experiment",1,"n",5,650,650
"43","18","experiment",1,"y",4,1438,1438
"44","18","experiment",1,"y",6,969,969
"45","18","experiment",1,"n",6,1037,1037
"46","18","experiment",1,"n",4,644,644
"47","18","experiment",1,"y",4,711,711
"48","18","experiment",1,"y",6,920,920
"49","18","experiment",1,"y",5,1118,1118
"50","18","experiment",1,"n",5,696,696
"51","18","experiment",1,"n",3,698,698
"52","18","experiment",1,"y",2,593,593
"53","18","experiment",1,"n",5,976,976
"54","18","experiment",1,"n",5,852,852
"55","18","experiment",1,"y",3,938,938
"56","18","experiment",1,"y",4,1018,1018
"57","18","experiment",1,"y",1,518,518
"58","18","experiment",1,"y",4,553,553
"59","18","experiment",1,"y",6,712,712
"60","18","experiment",1,"n",6,736,736
"61","18","experiment",1,"n",4,688,688
"62","18","experiment",1,"n",5,652,652
"63","18","experiment",1,"n",5,769,769
"64","18","experiment",1,"y",5,1119,1119
"65","18","experiment",1,"n",6,1199,1199
"66","18","experiment",1,"y",6,634,634
"67","18","experiment",1,"n",6,1103,1103
"68","18","experiment",1,"y",4,502,502
"69","18","experiment",1,"n",3,720,720
"70","18","experiment",1,"n",4,638,638
"71","18","experiment",1,"y",6,1047,1047
"72","18","experiment",1,"y",4,616,616
"73","18","experiment",1,"n",6,665,665
"74","18","experiment",1,"n",5,708,708
"75","18","experiment",1,"y",1,409,409
"76","18","experiment",1,"y",5,781,781
"77","18","experiment",1,"y",3,577,577
"78","18","experiment",1,"y",3,490,490
"79","18","experiment",1,"n",2,758,758
"80","18","experiment",1,"n",5,593,593
"81","18","experiment",1,"y",6,602,602
"82","18","experiment",1,"n",5,677,677
"83","18","experiment",1,"y",3,409,409
"84","18","experiment",1,"y",3,1176,1176
"85","18","experiment",1,"n",3,972,972
"86","18","experiment",1,"n",3,563,563
"87","18","experiment",1,"n",6,1036,1036
"88","18","experiment",1,"n",6,682,682
"89","18","experiment",1,"y",5,641,641
"90","18","experiment",1,"y",5,616,616
"91","18","experiment",1,"y",6,559,559
"92","18","experiment",1,"y",4,858,858
"93","18","experiment",1,"n",1,492,492
"94","18","experiment",1,"n",5,568,568
"95","18","experiment",1,"y",6,663,663
"96","18","experiment",1,"y",5,564,564
"97","18","experiment",1,"n",5,965,965
"98","18","experiment",1,"y",2,510,510
"99","18","experiment",1,"n",2,575,575
"100","18","experiment",1,"n",6,1289,1289
"101","18","experiment",1,"y",5,1101,1101
"102","18","experiment",1,"n",6,1296,1296
"103","18","experiment",1,"y",5,673,673
"104","18","experiment",1,"n",4,842,842
"105","18","experiment",1,"y",3,617,617
"106","18","experiment",1,"y",6,632,632
"107","18","experiment",1,"n",2,553,553
"108","18","experiment",1,"n",4,1140,1140
"109","18","experiment",1,"y",5,663,663
"110","18","experiment",1,"n",3,776,776
"111","18","experiment",1,"n",1,506,506
"112","18","experiment",1,"y",3,590,590
"113","18","experiment",1,"y",5,520,520
"114","18","experiment",1,"y",4,469,469
"115","18","experiment",1,"y",1,407,407
"116","18","experiment",1,"y",2,532,532
"117","16","experiment",1,"y",5,859,859
"118","16","experiment",1,"n",4,627,627
"119","16","experiment",1,"y",4,1477,1477
"120","16","experiment",1,"y",4,912,912
"121","16","experiment",1,"n",6,670,670
"122","16","experiment",1,"y",4,994,994
"123","16","experiment",1,"n",5,761,761
"124","16","experiment",1,"n",1,637,637
"125","16","experiment",1,"n",2,615,615
"126","16","experiment",1,"n",6,945,945
"127","16","experiment",1,"n",1,1062,1062
"128","16","experiment",1,"n",5,639,639
"129","16","experiment",1,"y",1,600,600
"130","16","experiment",1,"y",4,778,778
"131","16","experiment",1,"n",2,795,795
"132","16","experiment",1,"n",3,616,616
"133","16","experiment",1,"y",4,852,852
"134","16","experiment",1,"y",2,601,601
"135","16","experiment",1,"n",6,1059,1059
"136","16","experiment",1,"n",5,1707,1707
"137","16","experiment",1,"n",3,1065,1065
"138","16","experiment",1,"y",6,1127,1127
"139","16","experiment",1,"y",5,1436,1436
"140","16","experiment",1,"y",3,1572,1572
"141","16","experiment",1,"n",2,713,713
"142","16","experiment",1,"y",6,1351,1351
"143","16","experiment",1,"n",3,1443,1443
"144","16","experiment",1,"y",5,694,694
"145","16","experiment",1,"y",5,659,659
"146","16","experiment",1,"n",1,595,595
"147","16","experiment",1,"n",6,674,674
"148","16","experiment",1,"y",5,806,806
"149","16","experiment",1,"y",6,719,719
"150","16","experiment",1,"y",5,700,700
"151","16","experiment",1,"y",6,1513,1513
"152","16","experiment",1,"n",4,1015,1015
"153","16","experiment",1,"n",6,1128,1128
"154","16","experiment",1,"n",4,1270,1270
"155","16","experiment",1,"n",6,673,673
"156","16","experiment",1,"n",3,866,866
"157","16","experiment",1,"n",5,645,645
"158","16","experiment",1,"n",2,626,626
"159","16","experiment",1,"y",6,846,846
"160","16","experiment",1,"n",2,620,620
"161","16","experiment",1,"n",4,632,632
"162","16","experiment",1,"y",5,1305,1305
"163","16","experiment",1,"y",3,602,602
"164","16","experiment",1,"y",4,976,976
"165","16","experiment",1,"y",4,618,618
"166","16","experiment",1,"y",5,1251,1251
"167","16","experiment",1,"n",5,1340,1340
"168","16","experiment",1,"y",4,707,707
"169","16","experiment",1,"y",2,694,694
"170","16","experiment",1,"y",6,944,944
"171","16","experiment",1,"y",4,654,654
"172","16","experiment",1,"y",4,578,578
"173","16","experiment",1,"y",5,709,709
"174","16","experiment",1,"n",5,1079,1079
"175","16","experiment",1,"n",6,1209,1209
"176","16","experiment",1,"y",3,604,604
"177","16","experiment",1,"y",6,711,711
"178","16","experiment",1,"n",6,1004,1004
"179","16","experiment",1,"n",4,697,697
"180","16","experiment",1,"y",6,873,873
"181","16","experiment",1,"y",5,720,720
"182","16","experiment",1,"n",4,1443,1443
"183","16","experiment",1,"y",6,682,682
"184","16","experiment",1,"n",4,736,736
"185","16","experiment",1,"n",5,559,559
"186","16","experiment",1,"n",5,688,688
"187","16","experiment",1,"n",3,767,767
"188","16","experiment",1,"y",6,1200,1200
"189","16","experiment",1,"n",5,906,906
"190","16","experiment",1,"y",3,617,617
"191","16","experiment",1,"y",4,659,659
"192","16","experiment",1,"n",6,1322,1322
"193","16","experiment",1,"n",3,868,868
"194","16","experiment",1,"n",6,1236,1236
"195","16","experiment",1,"n",6,860,860
"196","16","experiment",1,"y",1,840,840
"197","16","experiment",1,"y",6,699,699
"198","16","experiment",1,"n",5,845,845
"199","16","experiment",1,"y",5,989,989
"200","16","experiment",1,"y",3,584,584
"201","16","experiment",1,"y",5,816,816
"202","16","experiment",1,"y",3,902,902
"203","16","experiment",1,"n",5,920,920
"204","16","experiment",1,"n",6,927,927
"205","16","experiment",1,"y",4,952,952
"206","16","experiment",1,"n",4,624,624
"207","16","experiment",1,"y",2,1129,1129
"208","16","experiment",1,"n",6,1793,1793
"209","16","experiment",1,"y",6,742,742
"210","16","experiment",1,"y",6,1158,1158
"211","16","experiment",1,"y",2,719,719
"212","16","experiment",1,"y",2,566,566
"213","16","experiment",1,"n",2,648,648
"214","16","experiment",1,"y",3,551,551
"215","16","experiment",1,"n",4,615,615
"216","16","experiment",1,"n",4,938,938
"217","16","experiment",1,"n",5,941,941
"218","16","experiment",1,"n",6,1014,1014
"219","16","experiment",1,"y",6,1052,1052
"220","16","experiment",1,"n",4,1091,1091
"221","16","experiment",1,"n",5,1304,1304
"222","16","experiment",1,"y",6,818,818
"223","16","experiment",1,"n",3,724,724
"224","16","experiment",1,"y",1,459,459
"225","16","experiment",1,"y",5,1052,1052
"226","16","experiment",1,"n",6,771,771
"227","16","experiment",1,"y",3,642,642
"228","16","experiment",1,"n",6,778,778
"229","16","experiment",1,"y",2,574,574
"230","16","experiment",1,"n",3,630,630
"231","16","experiment",1,"y",5,917,917
"232","16","experiment",1,"y",5,1281,1281
"233","16","experiment",1,"n",4,1281,1281
"234","16","experiment",1,"n",3,743,743
"235","16","experiment",1,"y",3,793,793
"236","16","experiment",1,"y",6,979,979
"237","15","experiment",1,"y",4,767,767
"238","15","experiment",1,"y",4,540,540
"239","15","experiment",1,"y",3,670,670
"240","15","experiment",1,"y",6,1161,1161
"241","15","experiment",1,"n",1,761,761
"242","15","experiment",1,"y",5,781,781
"243","15","experiment",1,"y",3,638,638
"244","15","experiment",1,"n",2,942,942
"245","15","experiment",1,"n",3,1025,1025
"246","15","experiment",1,"n",3,1234,1234
"247","15","experiment",1,"n",6,1006,1006
"248","15","experiment",1,"n",4,1145,1145
"249","15","experiment",1,"n",2,557,557
"250","15","experiment",1,"y",5,1199,1199
"251","15","experiment",1,"n",6,1201,1201
"252","15","experiment",1,"y",1,524,524
"253","15","experiment",1,"y",2,546,546
"254","15","experiment",1,"n",5,695,695
"255","15","experiment",1,"y",5,824,824
"256","15","experiment",1,"y",6,592,592
"257","15","experiment",1,"y",2,472,472
"258","15","experiment",1,"y",2,412,412
"259","15","experiment",1,"n",5,655,655
"260","15","experiment",1,"y",4,1028,1028
"261","15","experiment",1,"n",6,810,810
"262","15","experiment",1,"n",6,1091,1091
"263","15","experiment",1,"n",3,697,697
"264","15","experiment",1,"n",5,814,814
"265","15","experiment",1,"y",1,480,480
"266","15","experiment",1,"y",6,1194,1194
"267","15","experiment",1,"y",6,1120,1120
"268","15","experiment",1,"y",6,903,903
"269","15","experiment",1,"y",2,749,749
"270","15","experiment",1,"n",2,744,744
"271","15","experiment",1,"y",4,1043,1043
"272","15","experiment",1,"n",4,1026,1026
"273","15","experiment",1,"y",4,1210,1210
"274","15","experiment",1,"y",6,1451,1451
"275","15","experiment",1,"y",5,1059,1059
"276","15","experiment",1,"y",4,867,867
"277","15","experiment",1,"n",4,867,867
"278","15","experiment",1,"n",5,609,609
"279","15","experiment",1,"n",6,766,766
"280","15","experiment",1,"n",6,721,721
"281","15","experiment",1,"n",3,921,921
"282","15","experiment",1,"n",6,1309,1309
"283","15","experiment",1,"n",4,843,843
"284","15","experiment",1,"y",4,890,890
"285","15","experiment",1,"n",5,1248,1248
"286","15","experiment",1,"y",5,858,858
"287","15","experiment",1,"n",5,914,914
"288","15","experiment",1,"y",6,1465,1465
"289","15","experiment",1,"y",2,892,892
"290","15","experiment",1,"y",5,1186,1186
"291","15","experiment",1,"y",6,793,793
"292","15","experiment",1,"n",3,920,920
"293","15","experiment",1,"n",6,1303,1303
"294","15","experiment",1,"n",6,1013,1013
"295","15","experiment",1,"y",4,1266,1266
"296","15","experiment",1,"y",4,1082,1082
"297","15","experiment",1,"n",3,723,723
"298","15","experiment",1,"n",2,590,590
"299","15","experiment",1,"y",6,783,783
"300","15","experiment",1,"y",3,856,856
"301","15","experiment",1,"y",5,1101,1101
"302","15","experiment",1,"y",5,1107,1107
"303","15","experiment",1,"y",6,802,802
"304","15","experiment",1,"y",3,730,730
"305","15","experiment",1,"y",3,661,661
"306","15","experiment",1,"n",4,732,732
"307","15","experiment",1,"y",6,1113,1113
"308","15","experiment",1,"y",5,879,879
"309","15","experiment",1,"n",3,687,687
"310","15","experiment",1,"n",3,753,753
"311","15","experiment",1,"n",5,963,963
"312","15","experiment",1,"n",1,1053,1053
"313","15","experiment",1,"y",4,1068,1068
"314","15","experiment",1,"y",2,913,913
"315","15","experiment",1,"n",2,757,757
"316","15","experiment",1,"y",5,729,729
"317","15","experiment",1,"n",4,1265,1265
"318","15","experiment",1,"n",5,774,774
"319","15","experiment",1,"n",5,1273,1273
"320","15","experiment",1,"n",5,743,743
"321","15","experiment",1,"y",3,664,664
"322","15","experiment",1,"n",6,806,806
"323","15","experiment",1,"y",4,906,906
"324","15","experiment",1,"y",5,1003,1003
"325","15","experiment",1,"y",3,679,679
"326","15","experiment",1,"n",5,1168,1168
"327","15","experiment",1,"y",5,1028,1028
"328","15","experiment",1,"y",5,676,676
"329","15","experiment",1,"y",6,679,679
"330","15","experiment",1,"n",2,883,883
"331","15","experiment",1,"y",6,1112,1112
"332","15","experiment",1,"n",1,452,452
"333","15","experiment",1,"y",3,509,509
"334","15","experiment",1,"y",4,904,904
"335","15","experiment",1,"n",6,824,824
"336","15","experiment",1,"n",6,1029,1029
"337","15","experiment",1,"n",4,1275,1275
"338","15","experiment",1,"y",1,573,573
"339","15","experiment",1,"n",4,634,634
"340","15","experiment",1,"n",5,726,726
"341","15","experiment",1,"n",6,776,776
"342","15","experiment",1,"n",6,818,818
"343","15","experiment",1,"n",4,609,609
"344","15","experiment",1,"y",6,558,558
"345","15","experiment",1,"n",5,625,625
"346","15","experiment",1,"n",3,587,587
"347","15","experiment",1,"y",5,703,703
"348","15","experiment",1,"n",4,931,931
"349","15","experiment",1,"n",4,686,686
"350","15","experiment",1,"n",6,728,728
"351","15","experiment",1,"n",4,536,536
"352","15","experiment",1,"n",6,702,702
"353","15","experiment",1,"n",5,721,721
"354","15","experiment",1,"n",5,661,661
"355","15","experiment",1,"y",3,875,875
"356","15","experiment",1,"y",6,1078,1078
"357","15","experiment",1,"n",6,711,711
"358","13","experiment",1,"y",5,460,460
"359","13","experiment",1,"n",5,619,619
"360","13","experiment",1,"y",4,674,674
"361","13","experiment",1,"y",6,442,442
"362","13","experiment",1,"n",4,662,662
"363","13","experiment",1,"y",2,561,561
"364","13","experiment",1,"n",3,505,505
"365","13","experiment",1,"n",2,646,646
"366","13","experiment",1,"y",5,428,428
"367","13","experiment",1,"n",6,484,484
"368","13","experiment",1,"n",5,498,498
"369","13","experiment",1,"n",4,732,732
"370","13","experiment",1,"n",5,579,579
"371","13","experiment",1,"n",3,398,398
"372","13","experiment",1,"y",6,468,468
"373","13","experiment",1,"n",6,584,584
"374","13","experiment",1,"y",3,934,934
"375","13","experiment",1,"y",5,455,455
"376","13","experiment",1,"n",3,592,592
"377","13","experiment",1,"y",5,489,489
"378","13","experiment",1,"n",3,390,390
"379","13","experiment",1,"y",6,424,424
"380","13","experiment",1,"n",2,396,396
"381","13","experiment",1,"y",4,611,611
"382","13","experiment",1,"y",3,660,660
"383","13","experiment",1,"n",5,472,472
"384","13","experiment",1,"y",3,559,559
"385","13","experiment",1,"y",6,491,491
"386","13","experiment",1,"n",6,520,520
"387","13","experiment",1,"n",3,1014,1014
"388","13","experiment",1,"y",4,702,702
"389","13","experiment",1,"y",6,703,703
"390","13","experiment",1,"y",5,584,584
"391","13","experiment",1,"y",2,533,533
"392","13","experiment",1,"y",1,725,725
"393","13","experiment",1,"n",6,499,499
"394","13","experiment",1,"n",4,754,754
"395","13","experiment",1,"n",6,667,667
"396","13","experiment",1,"y",6,646,646
"397","13","experiment",1,"n",5,509,509
"398","13","experiment",1,"n",6,562,562
"399","13","experiment",1,"n",2,503,503
"400","13","experiment",1,"y",6,529,529
"401","13","experiment",1,"n",6,535,535
"402","13","experiment",1,"n",1,522,522
"403","13","experiment",1,"n",3,542,542
"404","13","experiment",1,"y",6,1055,1055
"405","13","experiment",1,"n",1,561,561
"406","13","experiment",1,"y",2,713,713
"407","13","experiment",1,"n",5,819,819
"408","13","experiment",1,"y",1,452,452
"409","13","experiment",1,"n",5,766,766
"410","13","experiment",1,"n",5,978,978
"411","13","experiment",1,"y",4,1127,1127
"412","13","experiment",1,"y",6,607,607
"413","13","experiment",1,"n",5,595,595
"414","13","experiment",1,"y",4,925,925
"415","13","experiment",1,"n",4,437,437
"416","13","experiment",1,"n",3,601,601
"417","13","experiment",1,"y",6,723,723
"418","13","experiment",1,"n",2,700,700
"419","13","experiment",1,"y",5,716,716
"420","13","experiment",1,"y",2,727,727
"421","13","experiment",1,"n",4,1134,1134
"422","13","experiment",1,"n",3,717,717
"423","13","experiment",1,"n",5,857,857
"424","13","experiment",1,"y",5,523,523
"425","13","experiment",1,"y",5,893,893
"426","13","experiment",1,"y",5,714,714
"427","13","experiment",1,"n",4,468,468
"428","13","experiment",1,"n",2,967,967
"429","13","experiment",1,"y",5,665,665
"430","13","experiment",1,"y",5,901,901
"431","13","experiment",1,"n",6,676,676
"432","13","experiment",1,"n",4,818,818
"433","13","experiment",1,"y",3,618,618
"434","13","experiment",1,"y",5,630,630
"435","13","experiment",1,"y",3,785,785
"436","13","experiment",1,"y",6,529,529
"437","13","experiment",1,"y",6,932,932
"438","13","experiment",1,"y",6,533,533
"439","13","experiment",1,"n",1,1050,1050
"440","13","experiment",1,"n",6,875,875
"441","13","experiment",1,"y",4,734,734
"442","13","experiment",1,"n",5,718,718
"443","13","experiment",1,"y",3,740,740
"444","13","experiment",1,"y",4,682,682
"445","13","experiment",1,"y",4,940,940
"446","13","experiment",1,"y",2,649,649
"447","13","experiment",1,"n",4,704,704
"448","13","experiment",1,"n",5,675,675
"449","13","experiment",1,"y",2,750,750
"450","13","experiment",1,"y",5,748,748
"451","13","experiment",1,"y",3,629,629
"452","13","experiment",1,"n",3,728,728
"453","13","experiment",1,"n",4,833,833
"454","13","experiment",1,"y",6,801,801
"455","13","experiment",1,"n",5,545,545
"456","13","experiment",1,"n",4,705,705
"457","13","experiment",1,"n",2,751,751
"458","13","experiment",1,"n",4,860,860
"459","13","experiment",1,"n",6,492,492
"460","13","experiment",1,"y",5,662,662
"461","13","experiment",1,"y",4,612,612
"462","13","experiment",1,"y",1,413,413
"463","13","experiment",1,"y",3,680,680
"464","13","experiment",1,"y",3,659,659
"465","13","experiment",1,"y",4,609,609
"466","13","experiment",1,"n",6,524,524
"467","13","experiment",1,"n",6,749,749
"468","13","experiment",1,"n",6,850,850
"469","13","experiment",1,"n",4,508,508
"470","13","experiment",1,"n",6,626,626
"471","12","experiment",1,"y",6,765,765
"472","12","experiment",1,"y",5,640,640
"473","12","experiment",1,"n",5,489,489
"474","12","experiment",1,"n",6,616,616
"475","12","experiment",1,"n",6,680,680
"476","12","experiment",1,"y",6,628,628
"477","12","experiment",1,"y",6,595,595
"478","12","experiment",1,"n",4,731,731
"479","12","experiment",1,"y",4,557,557
"480","12","experiment",1,"y",3,447,447
"481","12","experiment",1,"n",6,747,747
"482","12","experiment",1,"y",3,652,652
"483","12","experiment",1,"n",5,647,647
"484","12","experiment",1,"y",5,793,793
"485","12","experiment",1,"n",4,827,827
"486","12","experiment",1,"y",1,591,591
"487","12","experiment",1,"y",4,551,551
"488","12","experiment",1,"n",4,785,785
"489","12","experiment",1,"n",1,462,462
"490","12","experiment",1,"y",6,621,621
"491","12","experiment",1,"n",6,911,911
"492","12","experiment",1,"y",6,680,680
"493","12","experiment",1,"n",6,671,671
"494","12","experiment",1,"y",1,453,453
"495","12","experiment",1,"n",2,452,452
"496","12","experiment",1,"n",3,470,470
"497","12","experiment",1,"y",3,573,573
"498","12","experiment",1,"n",6,589,589
"499","12","experiment",1,"n",3,822,822
"500","12","experiment",1,"y",5,750,750
"501","12","experiment",1,"y",3,616,616
"502","12","experiment",1,"y",3,818,818
"503","12","experiment",1,"n",6,1112,1112
"504","12","experiment",1,"y",4,688,688
"505","12","experiment",1,"y",5,517,517
"506","12","experiment",1,"y",6,551,551
"507","12","experiment",1,"n",5,766,766
"508","12","experiment",1,"n",5,896,896
"509","12","experiment",1,"n",3,499,499
"510","12","experiment",1,"y",6,804,804
"511","12","experiment",1,"y",4,659,659
"512","12","experiment",1,"n",5,539,539
"513","12","experiment",1,"n",3,584,584
"514","12","experiment",1,"n",4,691,691
"515","12","experiment",1,"n",4,831,831
"516","12","experiment",1,"n",6,479,479
"517","12","experiment",1,"n",1,452,452
"518","12","experiment",1,"y",4,625,625
"519","12","experiment",1,"n",1,728,728
"520","12","experiment",1,"y",3,653,653
"521","12","experiment",1,"y",6,724,724
"522","12","experiment",1,"y",5,696,696
"523","12","experiment",1,"y",4,640,640
"524","12","experiment",1,"n",6,801,801
"525","12","experiment",1,"n",5,736,736
"526","12","experiment",1,"n",2,505,505
"527","12","experiment",1,"y",2,573,573
"528","12","experiment",1,"n",4,689,689
"529","12","experiment",1,"y",6,517,517
"530","12","experiment",1,"n",5,751,751
"531","12","experiment",1,"n",4,704,704
"532","12","experiment",1,"n",3,944,944
"533","12","experiment",1,"n",6,524,524
"534","12","experiment",1,"y",6,456,456
"535","12","experiment",1,"y",6,772,772
"536","12","experiment",1,"y",5,1594,1594
"537","12","experiment",1,"y",5,558,558
"538","12","experiment",1,"n",4,838,838
"539","12","experiment",1,"y",1,591,591
"540","12","experiment",1,"y",4,921,921
"541","12","experiment",1,"y",5,832,832
"542","12","experiment",1,"n",4,670,670
"543","12","experiment",1,"y",3,454,454
"544","12","experiment",1,"y",3,673,673
"545","12","experiment",1,"y",6,451,451
"546","12","experiment",1,"n",5,775,775
"547","12","experiment",1,"y",4,364,364
"548","12","experiment",1,"n",2,394,394
"549","12","experiment",1,"n",6,612,612
"550","12","experiment",1,"y",5,850,850
"551","12","experiment",1,"y",2,539,539
"552","12","experiment",1,"n",4,575,575
"553","12","experiment",1,"y",5,637,637
"554","12","experiment",1,"n",6,631,631
"555","12","experiment",1,"n",6,989,989
"556","12","experiment",1,"n",6,607,607
"557","12","experiment",1,"n",4,462,462
"558","12","experiment",1,"y",2,406,406
"559","12","experiment",1,"n",6,861,861
"560","12","experiment",1,"n",5,895,895
"561","12","experiment",1,"y",2,384,384
"562","12","experiment",1,"n",2,648,648
"563","12","experiment",1,"n",2,677,677
"564","12","experiment",1,"n",6,532,532
"565","12","experiment",1,"y",5,729,729
"566","12","experiment",1,"n",5,464,464
"567","12","experiment",1,"y",4,491,491
"568","12","experiment",1,"n",4,565,565
"569","12","experiment",1,"y",5,883,883
"570","12","experiment",1,"y",2,593,593
"571","12","experiment",1,"y",5,516,516
"572","12","experiment",1,"y",6,701,701
"573","12","experiment",1,"n",3,584,584
"574","12","experiment",1,"n",5,541,541
"575","12","experiment",1,"y",4,715,715
"576","12","experiment",1,"y",4,550,550
"577","12","experiment",1,"y",5,603,603
"578","12","experiment",1,"n",6,611,611
"579","12","experiment",1,"n",3,504,504
"580","12","experiment",1,"y",2,437,437
"581","12","experiment",1,"n",5,821,821
"582","12","experiment",1,"n",3,593,593
"583","12","experiment",1,"n",5,580,580
"584","12","experiment",1,"n",2,527,527
"585","12","experiment",1,"y",4,823,823
"586","12","experiment",1,"n",3,695,695
"587","12","experiment",1,"n",5,494,494
"588","12","experiment",1,"n",6,701,701
"589","9","experiment",1,"n",5,459,459
"590","9","experiment",1,"n",4,454,454
"591","9","experiment",1,"y",6,1108,1108
"592","9","experiment",1,"y",4,559,559
"593","9","experiment",1,"y",4,428,428
"594","9","experiment",1,"y",6,990,990
"595","9","experiment",1,"n",6,589,589
"596","9","experiment",1,"y",5,743,743
"597","9","experiment",1,"n",6,938,938
"598","9","experiment",1,"y",4,482,482
"599","9","experiment",1,"y",6,617,617
"600","9","experiment",1,"y",3,461,461
"601","9","experiment",1,"n",6,542,542
"602","9","experiment",1,"n",5,592,592
"603","9","experiment",1,"y",5,661,661
"604","9","experiment",1,"n",5,536,536
"605","9","experiment",1,"n",4,584,584
"606","9","experiment",1,"y",2,410,410
"607","9","experiment",1,"y",5,446,446
"608","9","experiment",1,"n",4,514,514
"609","9","experiment",1,"n",1,429,429
"610","9","experiment",1,"y",5,449,449
"611","9","experiment",1,"y",4,396,396
"612","9","experiment",1,"n",4,415,415
"613","9","experiment",1,"y",2,421,421
"614","9","experiment",1,"y",6,538,538
"615","9","experiment",1,"y",6,484,484
"616","9","experiment",1,"n",6,511,511
"617","9","experiment",1,"n",6,558,558
"618","9","experiment",1,"n",4,524,524
"619","9","experiment",1,"n",3,530,530
"620","9","experiment",1,"y",6,603,603
"621","9","experiment",1,"y",4,558,558
"622","9","experiment",1,"n",2,502,502
"623","9","experiment",1,"y",3,412,412
"624","9","experiment",1,"y",6,480,480
"625","9","experiment",1,"n",6,498,498
"626","9","experiment",1,"y",5,475,475
"627","9","experiment",1,"n",5,445,445
"628","9","experiment",1,"y",6,435,435
"629","9","experiment",1,"y",6,448,448
"630","9","experiment",1,"y",2,433,433
"631","9","experiment",1,"n",6,578,578
"632","9","experiment",1,"y",4,394,394
"633","9","experiment",1,"y",6,699,699
"634","9","experiment",1,"y",5,542,542
"635","9","experiment",1,"y",3,459,459
"636","9","experiment",1,"n",4,536,536
"637","9","experiment",1,"n",5,534,534
"638","9","experiment",1,"y",5,396,396
"639","9","experiment",1,"n",5,559,559
"640","9","experiment",1,"n",6,527,527
"641","9","experiment",1,"y",6,619,619
"642","9","experiment",1,"y",1,381,381
"643","9","experiment",1,"y",4,494,494
"644","9","experiment",1,"n",3,529,529
"645","9","experiment",1,"y",6,799,799
"646","9","experiment",1,"n",3,488,488
"647","9","experiment",1,"n",4,570,570
"648","9","experiment",1,"y",2,449,449
"649","9","experiment",1,"y",6,461,461
"650","9","experiment",1,"n",2,579,579
"651","9","experiment",1,"n",5,680,680
"652","9","experiment",1,"y",5,418,418
"653","9","experiment",1,"n",3,505,505
"654","9","experiment",1,"n",3,604,604
"655","9","experiment",1,"n",5,555,555
"656","9","experiment",1,"y",5,447,447
"657","9","experiment",1,"n",3,525,525
"658","9","experiment",1,"y",1,429,429
"659","9","experiment",1,"n",3,526,526
"660","9","experiment",1,"y",4,413,413
"661","9","experiment",1,"n",5,559,559
"662","9","experiment",1,"n",6,534,534
"663","9","experiment",1,"n",5,496,496
"664","9","experiment",1,"n",6,557,557
"665","9","experiment",1,"n",4,614,614
"666","9","experiment",1,"y",3,465,465
"667","9","experiment",1,"y",5,491,491
"668","9","experiment",1,"n",6,632,632
"669","9","experiment",1,"y",6,450,450
"670","9","experiment",1,"n",6,586,586
"671","9","experiment",1,"y",3,318,318
"672","9","experiment",1,"y",4,409,409
"673","9","experiment",1,"n",2,482,482
"674","9","experiment",1,"n",6,629,629
"675","9","experiment",1,"y",3,529,529
"676","9","experiment",1,"n",3,490,490
"677","9","experiment",1,"n",4,531,531
"678","9","experiment",1,"n",6,591,591
"679","9","experiment",1,"n",5,878,878
"680","9","experiment",1,"y",2,482,482
"681","9","experiment",1,"n",3,631,631
"682","9","experiment",1,"y",5,512,512
"683","9","experiment",1,"n",1,574,574
"684","9","experiment",1,"n",4,544,544
"685","9","experiment",1,"n",2,514,514
"686","9","experiment",1,"n",1,514,514
"687","9","experiment",1,"y",3,461,461
"688","9","experiment",1,"n",4,567,567
