acc,accuracy,average_response_time,avg_rt,background,bidi,block,block_picker,browser_codename,browser_name,browser_version,canvas_backend,clock_backend,color_backend,compensation,condition,coordinates,correct,correct_keyboard_response,correct_response,count_backward_mask,count_block_1,count_block_2,count_block_3,count_break,count_correct,count_counter_balance,count_experiment,count_fix,count_forward_mask,count_incorrect,count_instructions_1,count_instructions_2,count_instructions_3,count_instructions_4,count_keyboard_response,count_logger,count_osweb,count_practice_loop,count_prime,count_target,count_trials,date_startdate,date_startdateUTC,date_starttime,datetime,description,disable_garbage_collection,experiment_debug,experiment_parameters,experiment_path,experiment_pilot,experiment_taskname,experiment_taskversion,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,jatosStudyResultId,jatosVersion,keyboard_backend,mouse_backend,num_letters,opensesame_codename,opensesame_version,penwidth,prime,queryParams_batchId,queryParams_fbclid,queryParams_generalMultiple,repeat_cycle,response,response_break,response_instructions_1,response_instructions_2,response_instructions_3,response_instructions_4,response_keyboard_response,response_time,response_time_break,response_time_instructions_1,response_time_instructions_2,response_time_instructions_3,response_time_instructions_4,response_time_keyboard_response,round_decimals,sampler_backend,screen_availableHeight,screen_availableWidth,screen_colorDepth,screen_height,screen_pixelDepth,screen_screenX,screen_screenY,screen_width,sessionid,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,subject_nr,subject_parity,system_os,target,time_backward_mask,time_block_1,time_block_2,time_block_3,time_break,time_correct,time_counter_balance,time_fix,time_forward_mask,time_incorrect,time_instructions_1,time_instructions_2,time_instructions_3,time_instructions_4,time_keyboard_response,time_logger,time_practice_loop,time_prime,time_target,title,total_correct,total_response_time,total_responses,type,uniform_coordinates,width
91,91,724,724,black,no,block2,2,Mozilla,Netscape,5.0 (Windows),psycho,psycho,psycho,0,fully-scrambled,uniform,1,1,f,67,0,0,0,67,67,0,0,67,67,67,0,0,0,0,67,67,0,0,67,67,67,01-11-22,01-11-22,09:08:04,Thu Dec 01 2022 09:08:04 GMT+0100 (Central European Standard Time),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,977,3.6.1,psycho,psycho,4,osweb,1.4.11,1,ronc,268,,,0,f,a,right,right,f,f,f,1147,32945,16200,3652,3785,9273,1147,2,psycho,680,1280,24,720,24,-7,-7,1280,1669882167646,1024,2,48000,-16,experiment,1,odd,Win32,corn,205255,45,45,45,116535,203955,25,204487,205155,181708,45,16267,19931,36568,205305,206468,45,205205,205304,ExPsyLing2022_Class1,62,49198,68,fruit_veg,yes,1024
91,91,721,721,black,no,block2,2,Mozilla,Netscape,5.0 (Windows),psycho,psycho,psycho,0,fully-scrambled,uniform,1,1,a,68,0,0,0,68,68,0,0,68,68,68,0,0,0,0,68,68,0,0,68,68,68,01-11-22,01-11-22,09:08:04,Thu Dec 01 2022 09:08:04 GMT+0100 (Central European Standard Time),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,977,3.6.1,psycho,psycho,5,osweb,1.4.11,1,alemc,268,,,0,a,a,right,right,f,f,a,558,32945,16200,3652,3785,9273,558,2,psycho,680,1280,24,720,24,-7,-7,1280,1669882167646,1024,2,48000,-16,experiment,1,odd,Win32,camel,207755,45,45,45,116535,206472,25,207003,207671,181708,45,16267,19931,36568,207804,208368,45,207721,207804,ExPsyLing2022_Class1,63,49756,69,animal,yes,1024
91,91,719,719,black,no,block2,2,Mozilla,Netscape,5.0 (Windows),psycho,psycho,psycho,0,identical,uniform,1,1,f,69,0,0,0,69,69,0,0,69,69,69,0,0,0,0,69,69,0,0,69,69,69,01-11-22,01-11-22,09:08:04,Thu Dec 01 2022 09:08:04 GMT+0100 (Central European Standard Time),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,977,3.6.1,psycho,psycho,7,osweb,1.4.11,1,avocado,268,,,0,f,a,right,right,f,f,f,557,32945,16200,3652,3785,9273,557,2,psycho,680,1280,24,720,24,-7,-7,1280,1669882167646,1024,2,48000,-16,experiment,1,odd,Win32,avocado,209671,45,45,45,116535,208371,25,208903,209570,181708,45,16267,19931,36568,209720,210285,45,209621,209720,ExPsyLing2022_Class1,64,50313,70,fruit_veg,yes,1024
92,92,721,721,black,no,block2,2,Mozilla,Netscape,5.0 (Windows),psycho,psycho,psycho,0,fully-scrambled,uniform,1,1,f,70,0,0,0,70,70,0,0,70,70,70,0,0,0,0,70,70,0,0,70,70,70,01-11-22,01-11-22,09:08:04,Thu Dec 01 2022 09:08:04 GMT+0100 (Central European Standard Time),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,977,3.6.1,psycho,psycho,8,osweb,1.4.11,1,genlgtpa,268,,,0,f,a,right,right,f,f,f,846,32945,16200,3652,3785,9273,846,2,psycho,680,1280,24,720,24,-7,-7,1280,1669882167646,1024,2,48000,-16,experiment,1,odd,Win32,eggplant,211571,45,45,45,116535,210288,25,210820,211487,181708,45,16267,19931,36568,211620,212467,45,211537,211620,ExPsyLing2022_Class1,65,51159,71,fruit_veg,yes,1024
92,92,721,721,black,no,block2,2,Mozilla,Netscape,5.0 (Windows),psycho,psycho,psycho,0,fully-scrambled,uniform,1,1,a,71,0,0,0,71,71,0,0,71,71,71,0,0,0,0,71,71,0,0,71,71,71,01-11-22,01-11-22,09:08:04,Thu Dec 01 2022 09:08:04 GMT+0100 (Central European Standard Time),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,977,3.6.1,psycho,psycho,6,osweb,1.4.11,1,briatb,268,,,0,a,a,right,right,f,f,a,756,32945,16200,3652,3785,9273,756,2,psycho,680,1280,24,720,24,-7,-7,1280,1669882167646,1024,2,48000,-16,experiment,1,odd,Win32,rabbit,213754,45,45,45,116535,212470,25,213003,213670,181708,45,16267,19931,36568,213804,214568,45,213720,213803,ExPsyLing2022_Class1,66,51915,72,animal,yes,1024
92,92,721,721,black,no,block2,2,Mozilla,Netscape,5.0 (Windows),psycho,psycho,psycho,0,fully-scrambled,uniform,1,1,f,72,0,0,0,72,72,0,0,72,72,72,0,0,0,0,72,72,0,0,72,72,72,01-11-22,01-11-22,09:08:04,Thu Dec 01 2022 09:08:04 GMT+0100 (Central European Standard Time),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,977,3.6.1,psycho,psycho,5,osweb,1.4.11,1,cpeha,268,,,0,f,a,right,right,f,f,f,730,32945,16200,3652,3785,9273,730,2,psycho,680,1280,24,720,24,-7,-7,1280,1669882167646,1024,2,48000,-16,experiment,1,odd,Win32,peach,215870,45,45,45,116535,214570,25,215103,215770,181708,45,16267,19931,36568,215920,216650,45,215820,215920,ExPsyLing2022_Class1,67,52645,73,fruit_veg,yes,1024
92,92,723,723,black,no,block2,2,Mozilla,Netscape,5.0 (Windows),psycho,psycho,psycho,0,semi-scrambled,uniform,1,1,f,73,0,0,0,73,73,0,0,73,73,73,0,0,0,0,73,73,0,0,73,73,73,01-11-22,01-11-22,09:08:04,Thu Dec 01 2022 09:08:04 GMT+0100 (Central European Standard Time),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,977,3.6.1,psycho,psycho,5,osweb,1.4.11,1,ooinn,268,,,0,f,a,right,right,f,f,f,852,32945,16200,3652,3785,9273,852,2,psycho,680,1280,24,720,24,-7,-7,1280,1669882167646,1024,2,48000,-16,experiment,1,odd,Win32,onion,217953,45,45,45,116535,216653,25,217188,217853,181708,45,16267,19931,36568,218003,218867,45,217903,218002,ExPsyLing2022_Class1,68,53497,74,fruit_veg,yes,1024
92,92,728,728,black,no,block2,2,Mozilla,Netscape,5.0 (Windows),psycho,psycho,psycho,0,fully-scrambled,uniform,1,1,a,74,0,0,0,74,74,0,0,74,74,74,0,0,0,0,74,74,0,0,74,74,74,01-11-22,01-11-22,09:08:04,Thu Dec 01 2022 09:08:04 GMT+0100 (Central European Standard Time),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,977,3.6.1,psycho,psycho,4,osweb,1.4.11,1,lulb,268,,,0,a,a,right,right,f,f,a,1092,32945,16200,3652,3785,9273,1092,2,psycho,680,1280,24,720,24,-7,-7,1280,1669882167646,1024,2,48000,-16,experiment,1,odd,Win32,bull,220153,45,45,45,116535,218870,25,219401,220069,181708,45,16267,19931,36568,220203,221299,45,220119,220202,ExPsyLing2022_Class1,69,54589,75,animal,yes,1024
91,91,728,728,black,no,block2,2,Mozilla,Netscape,5.0 (Windows),psycho,psycho,psycho,0,semi-scrambled,uniform,0,0,a,75,0,0,0,75,75,0,0,75,75,75,0,0,0,0,75,75,0,0,75,75,75,01-11-22,01-11-22,09:08:04,Thu Dec 01 2022 09:08:04 GMT+0100 (Central European Standard Time),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,977,3.6.1,psycho,psycho,4,osweb,1.4.11,1,loin,268,,,0,f,a,right,right,f,f,f,750,32945,16200,3652,3785,9273,750,2,psycho,680,1280,24,720,24,-7,-7,1280,1669882167646,1024,2,48000,-16,experiment,1,odd,Win32,lion,222586,45,45,45,116535,221302,25,221834,222502,181708,45,16267,19931,36568,222635,223400,45,222552,222635,ExPsyLing2022_Class1,69,55339,76,animal,yes,1024
91,91,728,728,black,no,block2,2,Mozilla,Netscape,5.0 (Windows),psycho,psycho,psycho,0,identical,uniform,1,1,f,76,0,0,0,76,76,0,0,76,76,76,0,0,0,0,76,76,0,0,76,76,76,01-11-22,01-11-22,09:08:04,Thu Dec 01 2022 09:08:04 GMT+0100 (Central European Standard Time),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,977,3.6.1,psycho,psycho,7,osweb,1.4.11,1,rhubarb,268,,,0,f,a,right,right,f,f,f,718,32945,16200,3652,3785,9273,718,2,psycho,680,1280,24,720,24,-7,-7,1280,1669882167646,1024,2,48000,-16,experiment,1,odd,Win32,rhubarb,224686,45,45,45,116535,221302,25,223935,224603,223403,45,16267,19931,36568,224735,225466,45,224651,224735,ExPsyLing2022_Class1,70,56057,77,fruit_veg,yes,1024
91,91,726,726,black,no,block2,2,Mozilla,Netscape,5.0 (Windows),psycho,psycho,psycho,0,semi-scrambled,uniform,1,1,a,77,0,0,0,77,77,0,0,77,77,77,0,0,0,0,77,77,0,0,77,77,77,01-11-22,01-11-22,09:08:04,Thu Dec 01 2022 09:08:04 GMT+0100 (Central European Standard Time),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,977,3.6.1,psycho,psycho,6,osweb,1.4.11,1,bveear,268,,,0,a,a,right,right,f,f,a,585,32945,16200,3652,3785,9273,585,2,psycho,680,1280,24,720,24,-7,-7,1280,1669882167646,1024,2,48000,-16,experiment,1,odd,Win32,beaver,226752,45,45,45,116535,225469,25,226003,226669,223403,45,16267,19931,36568,226801,227399,45,226717,226801,ExPsyLing2022_Class1,71,56642,78,animal,yes,1024
91,91,724,724,black,no,block2,2,Mozilla,Netscape,5.0 (Windows),psycho,psycho,psycho,0,semi-scrambled,uniform,1,1,a,78,0,0,0,78,78,0,0,78,78,78,0,0,0,0,78,78,0,0,78,78,78,01-11-22,01-11-22,09:08:04,Thu Dec 01 2022 09:08:04 GMT+0100 (Central European Standard Time),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,977,3.6.1,psycho,psycho,5,osweb,1.4.11,1,kaloa,268,,,0,a,a,right,right,f,f,a,541,32945,16200,3652,3785,9273,541,2,psycho,680,1280,24,720,24,-7,-7,1280,1669882167646,1024,2,48000,-16,experiment,1,odd,Win32,koala,228685,45,45,45,116535,227403,25,227934,228601,223403,45,16267,19931,36568,228735,229281,45,228651,228735,ExPsyLing2022_Class1,72,57183,79,animal,yes,1024
91,91,724,724,black,no,block2,2,Mozilla,Netscape,5.0 (Windows),psycho,psycho,psycho,0,fully-scrambled,uniform,1,1,f,79,0,0,0,79,79,0,0,79,79,79,0,0,0,0,79,79,0,0,79,79,79,01-11-22,01-11-22,09:08:04,Thu Dec 01 2022 09:08:04 GMT+0100 (Central European Standard Time),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,977,3.6.1,psycho,psycho,8,osweb,1.4.11,1,srommhuo,268,,,0,f,a,right,right,f,f,f,722,32945,16200,3652,3785,9273,722,2,psycho,680,1280,24,720,24,-7,-7,1280,1669882167646,1024,2,48000,-16,experiment,1,odd,Win32,mushroom,230569,45,45,45,116535,229284,25,229817,230484,223403,45,16267,19931,36568,230619,231348,45,230535,230619,ExPsyLing2022_Class1,73,57905,80,fruit_veg,yes,1024
91,91,723,723,black,no,block2,2,Mozilla,Netscape,5.0 (Windows),psycho,psycho,psycho,0,identical,uniform,1,1,f,80,0,0,0,80,80,0,0,80,80,80,0,0,0,0,80,80,0,0,80,80,80,01-11-22,01-11-22,09:08:04,Thu Dec 01 2022 09:08:04 GMT+0100 (Central European Standard Time),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,977,3.6.1,psycho,psycho,5,osweb,1.4.11,1,lemon,268,,,0,f,a,right,right,f,f,f,635,32945,16200,3652,3785,9273,635,2,psycho,680,1280,24,720,24,-7,-7,1280,1669882167646,1024,2,48000,-16,experiment,1,odd,Win32,lemon,232635,45,45,45,116535,231351,25,231884,232551,223403,45,16267,19931,36568,232685,233331,45,232601,232685,ExPsyLing2022_Class1,74,58540,81,fruit_veg,yes,1024
91,91,722,722,black,no,block2,2,Mozilla,Netscape,5.0 (Windows),psycho,psycho,psycho,0,fully-scrambled,uniform,1,1,f,81,0,0,0,81,81,0,0,81,81,81,0,0,0,0,81,81,0,0,81,81,81,01-11-22,01-11-22,09:08:04,Thu Dec 01 2022 09:08:04 GMT+0100 (Central European Standard Time),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,977,3.6.1,psycho,psycho,7,osweb,1.4.11,1,iotrapc,268,,,0,f,a,right,right,f,f,f,687,32945,16200,3652,3785,9273,687,2,psycho,680,1280,24,720,24,-7,-7,1280,1669882167646,1024,2,48000,-16,experiment,1,odd,Win32,apricot,234618,45,45,45,116535,233333,25,233867,234534,223403,45,16267,19931,36568,234667,235364,45,234584,234667,ExPsyLing2022_Class1,75,59227,82,fruit_veg,yes,1024
92,92,723,723,black,no,block2,2,Mozilla,Netscape,5.0 (Windows),psycho,psycho,psycho,0,fully-scrambled,uniform,1,1,a,82,0,0,0,82,82,0,0,82,82,82,0,0,0,0,82,82,0,0,82,82,82,01-11-22,01-11-22,09:08:04,Thu Dec 01 2022 09:08:04 GMT+0100 (Central European Standard Time),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,977,3.6.1,psycho,psycho,4,osweb,1.4.11,1,ehar,268,,,0,a,a,right,right,f,f,a,743,32945,16200,3652,3785,9273,743,2,psycho,680,1280,24,720,24,-7,-7,1280,1669882167646,1024,2,48000,-16,experiment,1,odd,Win32,hare,236652,45,45,45,116535,235368,25,235899,236566,223403,45,16267,19931,36568,236701,237447,45,236617,236701,ExPsyLing2022_Class1,76,59970,83,animal,yes,1024
92,92,727,727,black,no,block2,2,Mozilla,Netscape,5.0 (Windows),psycho,psycho,psycho,0,fully-scrambled,uniform,1,1,a,83,0,0,0,83,83,0,0,83,83,83,0,0,0,0,83,83,0,0,83,83,83,01-11-22,01-11-22,09:08:04,Thu Dec 01 2022 09:08:04 GMT+0100 (Central European Standard Time),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,977,3.6.1,psycho,psycho,4,osweb,1.4.11,1,imkn,268,,,0,a,a,right,right,f,f,a,1065,32945,16200,3652,3785,9273,1065,2,psycho,680,1280,24,720,24,-7,-7,1280,1669882167646,1024,2,48000,-16,experiment,1,odd,Win32,mink,238735,45,45,45,116535,237451,25,237982,238650,223403,45,16267,19931,36568,238784,239864,45,238700,238784,ExPsyLing2022_Class1,77,61035,84,animal,yes,1024
92,92,727,727,black,no,block2,2,Mozilla,Netscape,5.0 (Windows),psycho,psycho,psycho,0,fully-scrambled,uniform,1,1,a,84,0,0,0,84,84,0,0,84,84,84,0,0,0,0,84,84,0,0,84,84,84,01-11-22,01-11-22,09:08:04,Thu Dec 01 2022 09:08:04 GMT+0100 (Central European Standard Time),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,977,3.6.1,psycho,psycho,8,osweb,1.4.11,1,stotoeir,268,,,0,a,a,right,right,f,f,a,752,32945,16200,3652,3785,9273,752,2,psycho,680,1280,24,720,24,-7,-7,1280,1669882167646,1024,2,48000,-16,experiment,1,odd,Win32,tortoise,241166,45,45,45,116535,239867,25,240397,241066,223403,45,16267,19931,36568,241216,241980,45,241117,241216,ExPsyLing2022_Class1,78,61787,85,animal,yes,1024
92,92,730,730,black,no,block2,2,Mozilla,Netscape,5.0 (Windows),psycho,psycho,psycho,0,semi-scrambled,uniform,1,1,f,85,0,0,0,85,85,0,0,85,85,85,0,0,0,0,85,85,0,0,85,85,85,01-11-22,01-11-22,09:08:04,Thu Dec 01 2022 09:08:04 GMT+0100 (Central European Standard Time),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,977,3.6.1,psycho,psycho,6,osweb,1.4.11,1,susqah,268,,,0,f,a,right,right,f,f,f,1012,32945,16200,3652,3785,9273,1012,2,psycho,680,1280,24,720,24,-7,-7,1280,1669882167646,1024,2,48000,-16,experiment,1,odd,Win32,squash,243282,45,45,45,116535,241983,25,242516,243183,223403,45,16267,19931,36568,243332,244347,45,243233,243332,ExPsyLing2022_Class1,79,62799,86,fruit_veg,yes,1024
100,100,1099,1099,black,no,practice,2,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",psycho,psycho,psycho,0,practice,uniform,1,1,f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01-11-22,01-11-22,09:16:26,Thu Dec 01 2022 09:16:26 GMT+0200 (Eastern European Standard Time),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,976,3.6.1,psycho,psycho,5,osweb,1.4.11,1,#####,268,,,0,f,,space,space,space,,f,1099,,16537,3790,1621,,1099,2,psycho,690,1280,24,720,24,0,0,1280,1669879000310,1024,2,48000,-16,experiment,0,even,Win32,apple,23050,292,292,292,,,279,22304,22968,,292,16835,20634,,23084,24200,292,23017,23083,ExPsyLing2022_Class1,1,1099,1,fruit_veg,yes,1024
100,100,1107,1107,black,no,practice,2,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",psycho,psycho,psycho,0,practice,uniform,1,1,a,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,1,1,1,01-11-22,01-11-22,09:16:26,Thu Dec 01 2022 09:16:26 GMT+0200 (Eastern European Standard Time),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,976,3.6.1,psycho,psycho,4,osweb,1.4.11,1,#####,268,,,0,a,,space,space,space,,a,1115,,16537,3790,1621,,1115,2,psycho,690,1280,24,720,24,0,0,1280,1669879000310,1024,2,48000,-16,experiment,0,even,Win32,wolf,25466,292,292,292,,24201,279,24736,25400,,292,16835,20634,,25500,26616,292,25433,25500,ExPsyLing2022_Class1,2,2214,2,animal,yes,1024
100,100,1176,1176,black,no,practice,2,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",psycho,psycho,psycho,0,practice,uniform,1,1,f,2,0,0,0,2,2,0,0,2,2,2,0,0,0,0,2,2,0,0,2,2,2,01-11-22,01-11-22,09:16:26,Thu Dec 01 2022 09:16:26 GMT+0200 (Eastern European Standard Time),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,976,3.6.1,psycho,psycho,5,osweb,1.4.11,1,#####,268,,,0,f,,space,space,space,,f,1315,,16537,3790,1621,,1315,2,psycho,690,1280,24,720,24,0,0,1280,1669879000310,1024,2,48000,-16,experiment,0,even,Win32,melon,27883,292,292,292,,26617,279,27156,27816,,292,16835,20634,,27916,29232,292,27849,27916,ExPsyLing2022_Class1,3,3529,3,fruit_veg,yes,1024
100,100,1115,1115,black,no,practice,2,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",psycho,psycho,psycho,0,practice,uniform,1,1,a,3,0,0,0,3,3,0,0,3,3,3,0,0,0,0,3,3,0,0,3,3,3,01-11-22,01-11-22,09:16:26,Thu Dec 01 2022 09:16:26 GMT+0200 (Eastern European Standard Time),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,976,3.6.1,psycho,psycho,5,osweb,1.4.11,1,#####,268,,,0,a,,space,space,space,,a,929,,16537,3790,1621,,929,2,psycho,690,1280,24,720,24,0,0,1280,1669879000310,1024,2,48000,-16,experiment,0,even,Win32,hound,30499,292,292,292,,29233,279,29765,30432,,292,16835,20634,,30533,31465,292,30466,30533,ExPsyLing2022_Class1,4,4458,4,animal,yes,1024
100,100,1051,1051,black,no,practice,2,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",psycho,psycho,psycho,0,practice,uniform,1,1,f,4,0,0,0,4,4,0,0,4,4,4,0,0,0,0,4,4,0,0,4,4,4,01-11-22,01-11-22,09:16:26,Thu Dec 01 2022 09:16:26 GMT+0200 (Eastern European Standard Time),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,976,3.6.1,psycho,psycho,6,osweb,1.4.11,1,#####,268,,,0,f,,space,space,space,,f,797,,16537,3790,1621,,797,2,psycho,690,1280,24,720,24,0,0,1280,1669879000310,1024,2,48000,-16,experiment,0,even,Win32,tomato,32715,292,292,292,,31466,279,31997,32649,,292,16835,20634,,32749,33548,292,32682,32749,ExPsyLing2022_Class1,5,5255,5,fruit_veg,yes,1024
100,100,1034,1034,black,no,practice,2,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",psycho,psycho,psycho,0,practice,uniform,1,1,a,5,0,0,0,5,5,0,0,5,5,5,0,0,0,0,5,5,0,0,5,5,5,01-11-22,01-11-22,09:16:26,Thu Dec 01 2022 09:16:26 GMT+0200 (Eastern European Standard Time),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,976,3.6.1,psycho,psycho,6,osweb,1.4.11,1,#####,268,,,0,a,,space,space,space,,a,951,,16537,3790,1621,,951,2,psycho,690,1280,24,720,24,0,0,1280,1669879000310,1024,2,48000,-16,experiment,0,even,Win32,spider,34815,292,292,292,,33549,279,34082,34748,,292,16835,20634,,34848,35815,292,34782,34848,ExPsyLing2022_Class1,6,6206,6,animal,yes,1024
100,100,1063,1063,black,no,block2,2,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",psycho,psycho,psycho,0,semi-scrambled,uniform,1,1,f,6,0,0,0,6,6,0,0,6,6,6,0,0,0,0,6,6,0,0,6,6,6,01-11-22,01-11-22,09:16:26,Thu Dec 01 2022 09:16:26 GMT+0200 (Eastern European Standard Time),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,976,3.6.1,psycho,psycho,5,osweb,1.4.11,1,ooinn,268,,,0,f,,space,space,space,space,f,1233,,16537,3790,1621,6736,1233,2,psycho,690,1280,24,720,24,0,0,1280,1669879000310,1024,2,48000,-16,experiment,0,even,Win32,onion,43831,292,292,292,,35815,279,43103,43764,,292,16835,20634,36333,43865,45113,292,43797,43865,ExPsyLing2022_Class1,7,7439,7,fruit_veg,yes,1024
100,100,1023,1023,black,no,block2,2,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",psycho,psycho,psycho,0,identical,uniform,1,1,a,7,0,0,0,7,7,0,0,7,7,7,0,0,0,0,7,7,0,0,7,7,7,01-11-22,01-11-22,09:16:26,Thu Dec 01 2022 09:16:26 GMT+0200 (Eastern European Standard Time),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,976,3.6.1,psycho,psycho,4,osweb,1.4.11,1,lamb,268,,,0,a,,space,space,space,space,a,746,,16537,3790,1621,6736,746,2,psycho,690,1280,24,720,24,0,0,1280,1669879000310,1024,2,48000,-16,experiment,0,even,Win32,lamb,46364,292,292,292,,45114,279,45646,46297,,292,16835,20634,36333,46398,47147,292,46331,46397,ExPsyLing2022_Class1,8,8185,8,animal,yes,1024
89,89,1018,1018,black,no,block2,2,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",psycho,psycho,psycho,0,fully-scrambled,uniform,0,0,a,8,0,0,0,8,8,0,0,8,8,8,0,0,0,0,8,8,0,0,8,8,8,01-11-22,01-11-22,09:16:26,Thu Dec 01 2022 09:16:26 GMT+0200 (Eastern European Standard Time),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,976,3.6.1,psycho,psycho,5,osweb,1.4.11,1,reigt,268,,,0,f,,space,space,space,space,f,978,,16537,3790,1621,6736,978,2,psycho,690,1280,24,720,24,0,0,1280,1669879000310,1024,2,48000,-16,experiment,0,even,Win32,tiger,48397,292,292,292,,47147,279,47665,48330,,292,16835,20634,36333,48430,49414,292,48363,48430,ExPsyLing2022_Class1,8,9163,9,animal,yes,1024
